feature,classification,rationale,feature_group,feature_source,source,final_class,current_burglary_within_share_feature
vacant_units_per_capita,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",housing_tenure_overcrowding,base_covariate,base_covariate,proxy_review,True
hh_income_100_200k_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",income_wealth,base_covariate,base_covariate,proxy_review,True
hh_income_200k_plus_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",income_wealth,base_covariate,base_covariate,proxy_review,True
hh_income_25_50k_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",income_wealth,base_covariate,base_covariate,proxy_review,True
hh_income_50_100k_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",income_wealth,base_covariate,base_covariate,proxy_review,True
hh_income_lt25k_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",income_wealth,base_covariate,base_covariate,proxy_review,True
median_home_value_2024,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",income_wealth,base_covariate,base_covariate,proxy_review,True
median_household_income_2024,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",income_wealth,base_covariate,base_covariate,proxy_review,True
median_rent_2024,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",income_wealth,base_covariate,base_covariate,proxy_review,True
per_capita_income_2024,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",income_wealth,base_covariate,base_covariate,proxy_review,True
education_anchor_density_sqkm,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",institutional_anchors,base_covariate,base_covariate,between_only,True
nearest_acute_care_hospital_km,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",institutional_anchors,base_covariate,base_covariate,between_only,True
nearest_emergency_hospital_km,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",institutional_anchors,base_covariate,base_covariate,between_only,True
postsecondary_density_sqkm,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",institutional_anchors,base_covariate,base_covariate,between_only,True
public_school_density_sqkm,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",institutional_anchors,base_covariate,base_covariate,between_only,True
land_area_sqkm,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
log_aland20,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_agriculture_share,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_count_11,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_count_31,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_count_41,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_count_42,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_count_43,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_count_52,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_count_71,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_count_81,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_count_82,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_count_90,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_count_95,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_descriptor_count_0,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_developed_high_share,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_developed_low_share,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_forest_share,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_impervious_ge20_share,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_impervious_mean,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_impervious_p90,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_nodata_share,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_shrub_grass_barren_share,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
nlcd_wetland_water_share,residual,"Land-cover share, area, or non-developed class describes land-use character rather than premise volume.",land_cover,base_covariate,base_covariate,between_and_within,True
lodes_ca01_share,residual,"LODES worker shares describe workforce composition, not raw workplace volume.",lodes_age,base_covariate,base_covariate,between_only,True
lodes_ca02_share,residual,"LODES worker shares describe workforce composition, not raw workplace volume.",lodes_age,base_covariate,base_covariate,between_only,True
lodes_ca03_share,residual,"LODES worker shares describe workforce composition, not raw workplace volume.",lodes_age,base_covariate,base_covariate,between_only,True
lodes_ce01_share,residual,"LODES worker shares describe workforce composition, not raw workplace volume.",lodes_earnings,base_covariate,base_covariate,proxy_review,True
lodes_ce02_share,residual,"LODES worker shares describe workforce composition, not raw workplace volume.",lodes_earnings,base_covariate,base_covariate,proxy_review,True
lodes_ce03_share,residual,"LODES worker shares describe workforce composition, not raw workplace volume.",lodes_earnings,base_covariate,base_covariate,proxy_review,True
lodes_cd01_share,residual,"LODES worker shares describe workforce composition, not raw workplace volume.",lodes_education,base_covariate,base_covariate,proxy_review,True
lodes_cd02_share,residual,"LODES worker shares describe workforce composition, not raw workplace volume.",lodes_education,base_covariate,base_covariate,proxy_review,True
lodes_cd03_share,residual,"LODES worker shares describe workforce composition, not raw workplace volume.",lodes_education,base_covariate,base_covariate,proxy_review,True
lodes_cd04_share,residual,"LODES worker shares describe workforce composition, not raw workplace volume.",lodes_education,base_covariate,base_covariate,proxy_review,True
lodes_cns01_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns02_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns03_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns04_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns05_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns06_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns07_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns08_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns09_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns10_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns11_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns12_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns13_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns14_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns15_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns16_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns17_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns18_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns19_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
lodes_cns20_share,residual,"LODES industry shares are workplace mix, not raw workplace volume.",lodes_industry_activity,base_covariate,base_covariate,between_and_within,True
tract_mobility_abroad_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",national_origin_proxy,base_covariate,base_covariate,excluded_protected,True
median_age,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",other_covariate,base_covariate,base_covariate,unstable_drop,True
occupied_units_per_capita,residual,"Population field is growth, occupancy, or ratio rather than raw residential exposure mass.",population_density,base_covariate,base_covariate,between_and_within,True
pop_factor_2024,residual,"Population field is growth, occupancy, or ratio rather than raw residential exposure mass.",population_density,base_covariate,base_covariate,between_and_within,True
snap_received_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",poverty_snap,base_covariate,base_covariate,proxy_review,True
tract_poverty_rate,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",poverty_snap,base_covariate,base_covariate,proxy_review,True
rent_30_35pct_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",rent_burden,base_covariate,base_covariate,proxy_review,True
rent_35_40pct_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",rent_burden,base_covariate,base_covariate,proxy_review,True
rent_40_50pct_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",rent_burden,base_covariate,base_covariate,proxy_review,True
rent_50plus_pct_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",rent_burden,base_covariate,base_covariate,proxy_review,True
tract_mobility_diff_county_same_state_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",residential_mobility_domestic,base_covariate,base_covariate,between_only,True
tract_mobility_diff_house_same_county_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",residential_mobility_domestic,base_covariate,base_covariate,between_only,True
tract_mobility_diff_state_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",residential_mobility_domestic,base_covariate,base_covariate,between_only,True
tract_mobility_same_house_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",residential_mobility_domestic,base_covariate,base_covariate,between_only,True
fixed_guideway_stop_density_sqkm,residual,"Transport share, average intensity, stop access, or distance describes network structure/accessibility.",roads_transport,base_covariate,base_covariate,between_and_within,True
fixed_guideway_stop_present,residual,"Transport share, average intensity, stop access, or distance describes network structure/accessibility.",roads_transport,base_covariate,base_covariate,between_and_within,True
hpms_mean_aadt,residual,"Transport share, average intensity, stop access, or distance describes network structure/accessibility.",roads_transport,base_covariate,base_covariate,between_and_within,True
hpms_truck_share,residual,"Transport share, average intensity, stop access, or distance describes network structure/accessibility.",roads_transport,base_covariate,base_covariate,between_and_within,True
limited_access_road_share,residual,"Transport share, average intensity, stop access, or distance describes network structure/accessibility.",roads_transport,base_covariate,base_covariate,between_and_within,True
nearest_fixed_guideway_stop_km,residual,"Transport share, average intensity, stop access, or distance describes network structure/accessibility.",roads_transport,base_covariate,base_covariate,between_and_within,True
nearest_transit_stop_km,residual,"Transport share, average intensity, stop access, or distance describes network structure/accessibility.",roads_transport,base_covariate,base_covariate,between_and_within,True
nlcd_nonroad_urban_descriptor_share,residual,"Transport share, average intensity, stop access, or distance describes network structure/accessibility.",roads_transport,base_covariate,base_covariate,between_and_within,True
nlcd_road_descriptor_share,residual,"Transport share, average intensity, stop access, or distance describes network structure/accessibility.",roads_transport,base_covariate,base_covariate,between_and_within,True
transit_mode_count_bg,residual,"Transport share, average intensity, stop access, or distance describes network structure/accessibility.",roads_transport,base_covariate,base_covariate,between_and_within,True
transit_stop_density_sqkm,residual,"Transport share, average intensity, stop access, or distance describes network structure/accessibility.",roads_transport,base_covariate,base_covariate,between_and_within,True
transit_stop_present,residual,"Transport share, average intensity, stop access, or distance describes network structure/accessibility.",roads_transport,base_covariate,base_covariate,between_and_within,True
lodes_cs01_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",sex_composition,base_covariate,base_covariate,excluded_protected,True
male_15_24_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",sex_composition,base_covariate,base_covariate,excluded_protected,True
male_18_24_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",sex_composition,base_covariate,base_covariate,excluded_protected,True
male_18_29_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",sex_composition,base_covariate,base_covariate,excluded_protected,True
male_18_34_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",sex_composition,base_covariate,base_covariate,excluded_protected,True
male_25_34_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",sex_composition,base_covariate,base_covariate,excluded_protected,True
male_25_44_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",sex_composition,base_covariate,base_covariate,excluded_protected,True
male_35_54_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",sex_composition,base_covariate,base_covariate,excluded_protected,True
male_45_64_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",sex_composition,base_covariate,base_covariate,excluded_protected,True
male_65plus_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",sex_composition,base_covariate,base_covariate,excluded_protected,True
male_under18_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",sex_composition,base_covariate,base_covariate,excluded_protected,True
median_age_female,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",sex_composition,base_covariate,base_covariate,excluded_protected,True
median_age_male,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",sex_composition,base_covariate,base_covariate,excluded_protected,True
avg_vehicles_owner,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",vehicle_availability,base_covariate,base_covariate,between_only,True
avg_vehicles_per_household,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",vehicle_availability,base_covariate,base_covariate,between_only,True
avg_vehicles_renter,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",vehicle_availability,base_covariate,base_covariate,between_only,True
hh_1_vehicle_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",vehicle_availability,base_covariate,base_covariate,between_only,True
hh_2_vehicle_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",vehicle_availability,base_covariate,base_covariate,between_only,True
hh_2plus_vehicle_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",vehicle_availability,base_covariate,base_covariate,between_only,True
hh_3_vehicle_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",vehicle_availability,base_covariate,base_covariate,between_only,True
hh_3plus_vehicle_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",vehicle_availability,base_covariate,base_covariate,between_only,True
hh_4plus_vehicle_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",vehicle_availability,base_covariate,base_covariate,between_only,True
hh_no_vehicle_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",vehicle_availability,base_covariate,base_covariate,between_only,True
owner_2plus_vehicle_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",vehicle_availability,base_covariate,base_covariate,between_only,True
owner_no_vehicle_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",vehicle_availability,base_covariate,base_covariate,between_only,True
renter_2plus_vehicle_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",vehicle_availability,base_covariate,base_covariate,between_only,True
renter_no_vehicle_share,residual,"Feature is composition, mix, accessibility, or context rather than D_burglary exposure volume.",vehicle_availability,base_covariate,base_covariate,between_only,True
