county_fips,cbsa_code,cbsa_title
51177,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51179,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51181,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
51183,40060,"Richmond, VA"
51185,14140,"Bluefield, WV-VA"
51187,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51191,28700,"Kingsport-Bristol, TN-VA"
51199,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
51510,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51520,28700,"Kingsport-Bristol, TN-VA"
51540,16820,"Charlottesville, VA"
51550,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
51570,40060,"Richmond, VA"
51590,19260,"Danville, VA"
51600,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51610,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51630,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51650,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
51660,25500,"Harrisonburg, VA"
51670,40060,"Richmond, VA"
51680,31340,"Lynchburg, VA"
51683,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51685,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51690,32300,"Martinsville, VA"
51700,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
51710,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
51730,40060,"Richmond, VA"
51735,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
51740,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
51750,13980,"Blacksburg-Christiansburg-Radford, VA"
51760,40060,"Richmond, VA"
51770,40220,"Roanoke, VA"
51775,40220,"Roanoke, VA"
51790,44420,"Staunton-Stuarts Draft, VA"
51800,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
51810,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
51820,44420,"Staunton-Stuarts Draft, VA"
51830,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
51840,49020,"Winchester, VA-WV"
53001,36830,"Othello, WA"
53003,30300,"Lewiston, ID-WA"
53005,28420,"Kennewick-Richland, WA"
53007,48300,"Wenatchee-East Wenatchee, WA"
53009,38820,"Port Angeles, WA"
53011,38900,"Portland-Vancouver-Hillsboro, OR-WA"
53015,31020,"Longview-Kelso, WA"
53017,48300,"Wenatchee-East Wenatchee, WA"
53021,28420,"Kennewick-Richland, WA"
53025,34180,"Moses Lake, WA"
53027,10140,"Aberdeen, WA"
53029,36020,"Oak Harbor, WA"
53031,39040,"Port Townsend, WA"
53033,42660,"Seattle-Tacoma-Bellevue, WA"
53035,14740,"Bremerton-Silverdale-Port Orchard, WA"
53037,21260,"Ellensburg, WA"
53041,16500,"Centralia, WA"
53045,43220,"Shelton, WA"
53053,42660,"Seattle-Tacoma-Bellevue, WA"
53057,34580,"Mount Vernon-Anacortes, WA"
53059,38900,"Portland-Vancouver-Hillsboro, OR-WA"
53061,42660,"Seattle-Tacoma-Bellevue, WA"
53063,44060,"Spokane-Spokane Valley, WA"
53065,44060,"Spokane-Spokane Valley, WA"
53067,36500,"Olympia-Lacey-Tumwater, WA"
53071,47460,"Walla Walla, WA"
53073,13380,"Bellingham, WA"
53075,39420,"Pullman, WA"
53077,49420,"Yakima, WA"
54003,25180,"Hagerstown-Martinsburg, MD-WV"
54005,16620,"Charleston, WV"
54009,48260,"Weirton-Steubenville, WV-OH"
54011,26580,"Huntington-Ashland, WV-KY-OH"
54015,16620,"Charleston, WV"
54017,17220,"Clarksburg, WV"
54019,13220,"Beckley, WV"
54027,49020,"Winchester, VA-WV"
54029,48260,"Weirton-Steubenville, WV-OH"
54033,17220,"Clarksburg, WV"
54037,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
54039,16620,"Charleston, WV"
54049,21900,"Fairmont, WV"
54051,48540,"Wheeling, WV-OH"
54055,14140,"Bluefield, WV-VA"
54057,19060,"Cumberland, MD-WV"
54061,34060,"Morgantown, WV"
54065,25180,"Hagerstown-Martinsburg, MD-WV"
54069,48540,"Wheeling, WV-OH"
54077,34060,"Morgantown, WV"
54079,26580,"Huntington-Ashland, WV-KY-OH"
54081,13220,"Beckley, WV"
54083,21180,"Elkins, WV"
54091,17220,"Clarksburg, WV"
54099,26580,"Huntington-Ashland, WV-KY-OH"
54105,37620,"Parkersburg-Vienna, WV"
54107,37620,"Parkersburg-Vienna, WV"
55005,39960,"Rice Lake, WI"
55009,24580,"Green Bay, WI"
55015,11540,"Appleton, WI"
55017,20740,"Eau Claire, WI"
55021,31540,"Madison, WI"
55025,31540,"Madison, WI"
55027,13180,"Beaver Dam, WI"
55031,20260,"Duluth, MN-WI"
55033,32860,"Menomonie, WI"
55035,20740,"Eau Claire, WI"
55037,27020,"Iron Mountain, MI-WI"
55039,22540,"Fond du Lac, WI"
55043,38420,"Platteville, WI"
55045,31540,"Madison, WI"
55049,31540,"Madison, WI"
55055,48020,"Watertown-Fort Atkinson, WI"
55059,28450,"Kenosha, WI"
55061,24580,"Green Bay, WI"
55063,29100,"La Crosse-Onalaska, WI-MN"
55071,31820,"Manitowoc, WI"
55073,48140,"Wausau, WI"
55075,31940,"Marinette, WI-MI"
55078,43020,"Shawano, WI"
55079,33340,"Milwaukee-Waukesha, WI"
55081,43890,"Sparta, WI"
55083,24580,"Green Bay, WI"
55087,11540,"Appleton, WI"
55089,33340,"Milwaukee-Waukesha, WI"
55093,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
55097,44620,"Stevens Point-Plover, WI"
55101,39540,"Racine-Mount Pleasant, WI"
55105,27500,"Janesville-Beloit, WI"
55109,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
55111,12660,"Baraboo, WI"
55115,43020,"Shawano, WI"
55117,43100,"Sheboygan, WI"
55123,29100,"La Crosse-Onalaska, WI-MN"
55127,48580,"Whitewater-Elkhorn, WI"
55131,33340,"Milwaukee-Waukesha, WI"
55133,33340,"Milwaukee-Waukesha, WI"
55139,36780,"Oshkosh-Neenah, WI"
55141,49220,"Wisconsin Rapids-Marshfield, WI"
56001,29660,"Laramie, WY"
56005,23940,"Gillette, WY"
56013,40180,"Riverton, WY"
56021,16940,"Cheyenne, WY"
56025,16220,"Casper, WY"
56029,17650,"Cody, WY"
56033,43260,"Sheridan, WY"
56037,40540,"Rock Springs, WY"
56039,27220,"Jackson, WY-ID"
56041,21740,"Evanston, WY-UT"
72003,10380,"Aguadilla, PR"
72005,10380,"Aguadilla, PR"
72007,41980,"San Juan-Bayamón-Caguas, PR"
72009,41980,"San Juan-Bayamón-Caguas, PR"
72011,10380,"Aguadilla, PR"
72013,11640,"Arecibo, PR"
72015,25020,"Guayama, PR"
72017,41980,"San Juan-Bayamón-Caguas, PR"
72019,41980,"San Juan-Bayamón-Caguas, PR"
72021,41980,"San Juan-Bayamón-Caguas, PR"
72023,32420,"Mayagüez, PR"
72025,41980,"San Juan-Bayamón-Caguas, PR"
72027,11640,"Arecibo, PR"
72029,41980,"San Juan-Bayamón-Caguas, PR"
72031,41980,"San Juan-Bayamón-Caguas, PR"
72033,41980,"San Juan-Bayamón-Caguas, PR"
72035,41980,"San Juan-Bayamón-Caguas, PR"
72037,41980,"San Juan-Bayamón-Caguas, PR"
72039,41980,"San Juan-Bayamón-Caguas, PR"
72041,41980,"San Juan-Bayamón-Caguas, PR"
72043,17620,"Coamo, PR"
72045,41980,"San Juan-Bayamón-Caguas, PR"
72047,41980,"San Juan-Bayamón-Caguas, PR"
72051,41980,"San Juan-Bayamón-Caguas, PR"
72053,41980,"San Juan-Bayamón-Caguas, PR"
72054,41980,"San Juan-Bayamón-Caguas, PR"
72057,25020,"Guayama, PR"
72059,38660,"Ponce, PR"
72061,41980,"San Juan-Bayamón-Caguas, PR"
72063,41980,"San Juan-Bayamón-Caguas, PR"
72065,11640,"Arecibo, PR"
72067,32420,"Mayagüez, PR"
72069,41980,"San Juan-Bayamón-Caguas, PR"
72071,10380,"Aguadilla, PR"
72075,38660,"Ponce, PR"
72077,41980,"San Juan-Bayamón-Caguas, PR"
72079,32420,"Mayagüez, PR"
72081,29720,"Lares, PR"
72085,41980,"San Juan-Bayamón-Caguas, PR"
72087,41980,"San Juan-Bayamón-Caguas, PR"
72089,41980,"San Juan-Bayamón-Caguas, PR"
72091,41980,"San Juan-Bayamón-Caguas, PR"
72095,41980,"San Juan-Bayamón-Caguas, PR"
72097,32420,"Mayagüez, PR"
72099,10380,"Aguadilla, PR"
72101,41980,"San Juan-Bayamón-Caguas, PR"
72103,41980,"San Juan-Bayamón-Caguas, PR"
72105,41980,"San Juan-Bayamón-Caguas, PR"
72107,41980,"San Juan-Bayamón-Caguas, PR"
72109,25020,"Guayama, PR"
72111,38660,"Ponce, PR"
72113,38660,"Ponce, PR"
72115,11640,"Arecibo, PR"
72117,10380,"Aguadilla, PR"
72119,41980,"San Juan-Bayamón-Caguas, PR"
72121,32420,"Mayagüez, PR"
72123,17640,"Coco, PR"
72125,32420,"Mayagüez, PR"
72127,41980,"San Juan-Bayamón-Caguas, PR"
72129,41980,"San Juan-Bayamón-Caguas, PR"
72131,10380,"Aguadilla, PR"
72133,17620,"Coamo, PR"
72135,41980,"San Juan-Bayamón-Caguas, PR"
72137,41980,"San Juan-Bayamón-Caguas, PR"
72139,41980,"San Juan-Bayamón-Caguas, PR"
72141,46580,"Utuado, PR"
72143,41980,"San Juan-Bayamón-Caguas, PR"
72145,41980,"San Juan-Bayamón-Caguas, PR"
72149,38660,"Ponce, PR"
72151,41980,"San Juan-Bayamón-Caguas, PR"
72153,38660,"Ponce, PR"
