case_id,ori9,year,offense,adjudication,reason_code,reviewer,evidence_note
extadj-ctcsp0000-larceny,CTCSP0000,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-1,"Connecticut DESPP, 'Crime in Connecticut 2024' Annual Report (official state UCR program, portal.ct.gov/despp), Section 13 'Towns Under State Police Jurisdiction' table, summed across all 77 CSP-covered towns — Official CT report only gives"
extadj-ctcsp0000-motor_vehicle_theft,CTCSP0000,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-1,"Connecticut DESPP, 'Crime in Connecticut 2024' Annual Report (official state UCR program, portal.ct.gov/despp), Section 13 'Towns Under State Police Jurisdiction' table, summed across all 77 CSP-covered towns — Official CT report only gives"
extadj-ctcsp0000-murder,CTCSP0000,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-1,"Connecticut DESPP, 'Crime in Connecticut 2024' Annual Report (official state UCR program, portal.ct.gov/despp), Section 13 'Towns Under State Police Jurisdiction' table, summed across all 77 CSP-covered towns — Official CT report only gives"
extadj-ctcsp0000-rape,CTCSP0000,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-1,"Connecticut DESPP, 'Crime in Connecticut 2024' Annual Report (official state UCR program, portal.ct.gov/despp), Section 13 'Towns Under State Police Jurisdiction' table, summed across all 77 CSP-covered towns — Official CT report only gives"
extadj-ctcsp0000-robbery,CTCSP0000,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-1,"Connecticut DESPP, 'Crime in Connecticut 2024' Annual Report (official state UCR program, portal.ct.gov/despp), Section 13 'Towns Under State Police Jurisdiction' table, summed across all 77 CSP-covered towns — Official CT report only gives"
extadj-dcmtp0000-aggravated_assault,DCMTP0000,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-1,"Mass Transit Magazine / WMATA press materials (Jan 2025), 'Crime and fare evasion rates went down in 2024 for WMATA' — Held murder=0 is close to the reported system-wide full-year 2024 figure of 1 homicide (down from 7 in 2023) -- immateria"
extadj-dcmtp0000-burglary,DCMTP0000,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-1,"Mass Transit Magazine / WMATA press materials (Jan 2025), 'Crime and fare evasion rates went down in 2024 for WMATA' — Held murder=0 is close to the reported system-wide full-year 2024 figure of 1 homicide (down from 7 in 2023) -- immateria"
extadj-dcmtp0000-larceny,DCMTP0000,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-1,"Mass Transit Magazine / WMATA press materials (Jan 2025), 'Crime and fare evasion rates went down in 2024 for WMATA' — Held murder=0 is close to the reported system-wide full-year 2024 figure of 1 homicide (down from 7 in 2023) -- immateria"
extadj-dcmtp0000-motor_vehicle_theft,DCMTP0000,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-1,"Mass Transit Magazine / WMATA press materials (Jan 2025), 'Crime and fare evasion rates went down in 2024 for WMATA' — Held murder=0 is close to the reported system-wide full-year 2024 figure of 1 homicide (down from 7 in 2023) -- immateria"
extadj-dcmtp0000-murder,DCMTP0000,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-1,"Mass Transit Magazine / WMATA press materials (Jan 2025), 'Crime and fare evasion rates went down in 2024 for WMATA' — Held murder=0 is close to the reported system-wide full-year 2024 figure of 1 homicide (down from 7 in 2023) -- immateria"
extadj-dcmtp0000-rape,DCMTP0000,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-1,"Mass Transit Magazine / WMATA press materials (Jan 2025), 'Crime and fare evasion rates went down in 2024 for WMATA' — Held murder=0 is close to the reported system-wide full-year 2024 figure of 1 homicide (down from 7 in 2023) -- immateria"
extadj-dcmtp0000-robbery,DCMTP0000,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-1,"Mass Transit Magazine / WMATA press materials (Jan 2025), 'Crime and fare evasion rates went down in 2024 for WMATA' — Held murder=0 is close to the reported system-wide full-year 2024 figure of 1 homicide (down from 7 in 2023) -- immateria"
extadj-md0171400-murder,MD0171400,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-1,"city-data.com Greenbelt, MD crime profile (2024 FBI UCR data) — Held murder=0 matches the reported 0 murders in 2024 exactly. Likely mirrors the same FBI/CDE submission (semi-circular), but no contradiction found."
extadj-ca0012100-aggravated_assault,CA0012100,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,BART official press release 'Crime on BART drops 17% compared with last year' (bart.gov/news/articles/2025/news20250204-0); BART PD Annual TSAC Report FY2023 (bart.gov) — BART PD is a 5-county transit special jurisdiction; its own 2024 pres
extadj-ca0012100-burglary,CA0012100,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,BART official press release 'Crime on BART drops 17% compared with last year' (bart.gov/news/articles/2025/news20250204-0); BART PD Annual TSAC Report FY2023 (bart.gov) — BART PD is a 5-county transit special jurisdiction; its own 2024 pres
extadj-ca0012100-larceny,CA0012100,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,BART official press release 'Crime on BART drops 17% compared with last year' (bart.gov/news/articles/2025/news20250204-0); BART PD Annual TSAC Report FY2023 (bart.gov) — BART PD is a 5-county transit special jurisdiction; its own 2024 pres
extadj-ca0012100-motor_vehicle_theft,CA0012100,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,BART official press release 'Crime on BART drops 17% compared with last year' (bart.gov/news/articles/2025/news20250204-0); BART PD Annual TSAC Report FY2023 (bart.gov) — BART PD is a 5-county transit special jurisdiction; its own 2024 pres
extadj-ca0012100-murder,CA0012100,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,BART official press release 'Crime on BART drops 17% compared with last year' (bart.gov/news/articles/2025/news20250204-0); BART PD Annual TSAC Report FY2023 (bart.gov) — BART PD is a 5-county transit special jurisdiction; its own 2024 pres
extadj-ca0012100-rape,CA0012100,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,BART official press release 'Crime on BART drops 17% compared with last year' (bart.gov/news/articles/2025/news20250204-0); BART PD Annual TSAC Report FY2023 (bart.gov) — BART PD is a 5-county transit special jurisdiction; its own 2024 pres
extadj-ca0012100-robbery,CA0012100,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,BART official press release 'Crime on BART drops 17% compared with last year' (bart.gov/news/articles/2025/news20250204-0); BART PD Annual TSAC Report FY2023 (bart.gov) — BART PD is a 5-county transit special jurisdiction; its own 2024 pres
extadj-ct0008400-aggravated_assault,CT0008400,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export (portal.ct.gov/despp; ct.beyond2020.com/CT_public), row 'Milford Police Department' 2024 -- already parsed in-repo at data/CT-DESPP-2024/raw/ct_crimes_by_offense_and_town_2021_2026_list.csv "
extadj-ct0008400-burglary,CT0008400,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export (portal.ct.gov/despp; ct.beyond2020.com/CT_public), row 'Milford Police Department' 2024 -- already parsed in-repo at data/CT-DESPP-2024/raw/ct_crimes_by_offense_and_town_2021_2026_list.csv "
extadj-ct0008400-larceny,CT0008400,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export (portal.ct.gov/despp; ct.beyond2020.com/CT_public), row 'Milford Police Department' 2024 -- already parsed in-repo at data/CT-DESPP-2024/raw/ct_crimes_by_offense_and_town_2021_2026_list.csv "
extadj-ct0008400-motor_vehicle_theft,CT0008400,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export (portal.ct.gov/despp; ct.beyond2020.com/CT_public), row 'Milford Police Department' 2024 -- already parsed in-repo at data/CT-DESPP-2024/raw/ct_crimes_by_offense_and_town_2021_2026_list.csv "
extadj-ct0008400-murder,CT0008400,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export (portal.ct.gov/despp; ct.beyond2020.com/CT_public), row 'Milford Police Department' 2024 -- already parsed in-repo at data/CT-DESPP-2024/raw/ct_crimes_by_offense_and_town_2021_2026_list.csv "
extadj-ct0008400-rape,CT0008400,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export (portal.ct.gov/despp; ct.beyond2020.com/CT_public), row 'Milford Police Department' 2024 -- already parsed in-repo at data/CT-DESPP-2024/raw/ct_crimes_by_offense_and_town_2021_2026_list.csv "
extadj-ct0008400-robbery,CT0008400,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export (portal.ct.gov/despp; ct.beyond2020.com/CT_public), row 'Milford Police Department' 2024 -- already parsed in-repo at data/CT-DESPP-2024/raw/ct_crimes_by_offense_and_town_2021_2026_list.csv "
extadj-il0163300-aggravated_assault,IL0163300,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,South Cook News / local aggregator coverage: 'Shoplifting topped crime reports for Evergreen Park Police Department in 2024' (via HomeSnacks/areavibes/city-data 2024 summaries) — Local reporting explicitly confirms shoplifting/larceny is th
extadj-il0163300-burglary,IL0163300,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,South Cook News / local aggregator coverage: 'Shoplifting topped crime reports for Evergreen Park Police Department in 2024' (via HomeSnacks/areavibes/city-data 2024 summaries) — Local reporting explicitly confirms shoplifting/larceny is th
extadj-il0163300-larceny,IL0163300,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,South Cook News / local aggregator coverage: 'Shoplifting topped crime reports for Evergreen Park Police Department in 2024' (via HomeSnacks/areavibes/city-data 2024 summaries) — Local reporting explicitly confirms shoplifting/larceny is th
extadj-il0163300-motor_vehicle_theft,IL0163300,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,South Cook News / local aggregator coverage: 'Shoplifting topped crime reports for Evergreen Park Police Department in 2024' (via HomeSnacks/areavibes/city-data 2024 summaries) — Local reporting explicitly confirms shoplifting/larceny is th
extadj-il0163300-murder,IL0163300,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,South Cook News / local aggregator coverage: 'Shoplifting topped crime reports for Evergreen Park Police Department in 2024' (via HomeSnacks/areavibes/city-data 2024 summaries) — Local reporting explicitly confirms shoplifting/larceny is th
extadj-il0163300-rape,IL0163300,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,South Cook News / local aggregator coverage: 'Shoplifting topped crime reports for Evergreen Park Police Department in 2024' (via HomeSnacks/areavibes/city-data 2024 summaries) — Local reporting explicitly confirms shoplifting/larceny is th
extadj-il0163300-robbery,IL0163300,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,South Cook News / local aggregator coverage: 'Shoplifting topped crime reports for Evergreen Park Police Department in 2024' (via HomeSnacks/areavibes/city-data 2024 summaries) — Local reporting explicitly confirms shoplifting/larceny is th
extadj-ct0013800-aggravated_assault,CT0013800,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Stratford Police Department' 2024 (data/CT-DESPP-2024/raw) — State UCR program matches the held FBI-lane counts exactly or near-exactly on every held offense."
extadj-ct0013800-burglary,CT0013800,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Stratford Police Department' 2024 (data/CT-DESPP-2024/raw) — State UCR program matches the held FBI-lane counts exactly or near-exactly on every held offense."
extadj-ct0013800-larceny,CT0013800,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Stratford Police Department' 2024 (data/CT-DESPP-2024/raw) — State UCR program matches the held FBI-lane counts exactly or near-exactly on every held offense."
extadj-ct0013800-motor_vehicle_theft,CT0013800,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Stratford Police Department' 2024 (data/CT-DESPP-2024/raw) — State UCR program matches the held FBI-lane counts exactly or near-exactly on every held offense."
extadj-ct0013800-murder,CT0013800,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Stratford Police Department' 2024 (data/CT-DESPP-2024/raw) — State UCR program matches the held FBI-lane counts exactly or near-exactly on every held offense."
extadj-ct0013800-rape,CT0013800,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Stratford Police Department' 2024 (data/CT-DESPP-2024/raw) — State UCR program matches the held FBI-lane counts exactly or near-exactly on every held offense."
extadj-ct0013800-robbery,CT0013800,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"CT DESPP 'Crimes by Offense and Town' 2024 export, row 'Stratford Police Department' 2024 (data/CT-DESPP-2024/raw) — State UCR program matches the held FBI-lane counts exactly or near-exactly on every held offense."
extadj-vapo00800-aggravated_assault,VAPO00800,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Time, 'Why Mail Theft Is On the Rise' (time.com/6999321); Federal News Network, 'USPS mail theft led to $688M in suspicious activity' (2024-09); USPS Inspection Service 2024 statistics (arrow-key thefts up 150% 2020-2024 to a record 3,437 i"
extadj-vapo00800-burglary,VAPO00800,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Time, 'Why Mail Theft Is On the Rise' (time.com/6999321); Federal News Network, 'USPS mail theft led to $688M in suspicious activity' (2024-09); USPS Inspection Service 2024 statistics (arrow-key thefts up 150% 2020-2024 to a record 3,437 i"
extadj-vapo00800-larceny,VAPO00800,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Time, 'Why Mail Theft Is On the Rise' (time.com/6999321); Federal News Network, 'USPS mail theft led to $688M in suspicious activity' (2024-09); USPS Inspection Service 2024 statistics (arrow-key thefts up 150% 2020-2024 to a record 3,437 i"
extadj-vapo00800-motor_vehicle_theft,VAPO00800,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Time, 'Why Mail Theft Is On the Rise' (time.com/6999321); Federal News Network, 'USPS mail theft led to $688M in suspicious activity' (2024-09); USPS Inspection Service 2024 statistics (arrow-key thefts up 150% 2020-2024 to a record 3,437 i"
extadj-vapo00800-murder,VAPO00800,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Time, 'Why Mail Theft Is On the Rise' (time.com/6999321); Federal News Network, 'USPS mail theft led to $688M in suspicious activity' (2024-09); USPS Inspection Service 2024 statistics (arrow-key thefts up 150% 2020-2024 to a record 3,437 i"
extadj-vapo00800-rape,VAPO00800,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Time, 'Why Mail Theft Is On the Rise' (time.com/6999321); Federal News Network, 'USPS mail theft led to $688M in suspicious activity' (2024-09); USPS Inspection Service 2024 statistics (arrow-key thefts up 150% 2020-2024 to a record 3,437 i"
extadj-vapo00800-robbery,VAPO00800,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Time, 'Why Mail Theft Is On the Rise' (time.com/6999321); Federal News Network, 'USPS mail theft led to $688M in suspicious activity' (2024-09); USPS Inspection Service 2024 statistics (arrow-key thefts up 150% 2020-2024 to a record 3,437 i"
extadj-pa0230400-aggravated_assault,PA0230400,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"City of Chester PD 'Statistical Comparison First Half of 2024 and 2025' (chestercity.com, Aug 2025) official Part One Crimes table; NBC10/WHYY reporting on Chester 2024 homicide total ('20 murders in Chester in 2024, up from 11 in 2023') — "
extadj-pa0230400-burglary,PA0230400,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"City of Chester PD 'Statistical Comparison First Half of 2024 and 2025' (chestercity.com, Aug 2025) official Part One Crimes table; NBC10/WHYY reporting on Chester 2024 homicide total ('20 murders in Chester in 2024, up from 11 in 2023') — "
extadj-pa0230400-larceny,PA0230400,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"City of Chester PD 'Statistical Comparison First Half of 2024 and 2025' (chestercity.com, Aug 2025) official Part One Crimes table; NBC10/WHYY reporting on Chester 2024 homicide total ('20 murders in Chester in 2024, up from 11 in 2023') — "
extadj-pa0230400-motor_vehicle_theft,PA0230400,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"City of Chester PD 'Statistical Comparison First Half of 2024 and 2025' (chestercity.com, Aug 2025) official Part One Crimes table; NBC10/WHYY reporting on Chester 2024 homicide total ('20 murders in Chester in 2024, up from 11 in 2023') — "
extadj-pa0230400-murder,PA0230400,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"City of Chester PD 'Statistical Comparison First Half of 2024 and 2025' (chestercity.com, Aug 2025) official Part One Crimes table; NBC10/WHYY reporting on Chester 2024 homicide total ('20 murders in Chester in 2024, up from 11 in 2023') — "
extadj-pa0230400-rape,PA0230400,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"City of Chester PD 'Statistical Comparison First Half of 2024 and 2025' (chestercity.com, Aug 2025) official Part One Crimes table; NBC10/WHYY reporting on Chester 2024 homicide total ('20 murders in Chester in 2024, up from 11 in 2023') — "
extadj-pa0230400-robbery,PA0230400,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"City of Chester PD 'Statistical Comparison First Half of 2024 and 2025' (chestercity.com, Aug 2025) official Part One Crimes table; NBC10/WHYY reporting on Chester 2024 homicide total ('20 murders in Chester in 2024, up from 11 in 2023') — "
extadj-ca0430300-aggravated_assault,CA0430300,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com Cupertino CA 2024 crime statistics (FBI/NIBRS-sourced aggregator); San Jose Spotlight, 'West Valley city sees big drop in crime rate' (2024 Cupertino crime at 12-year low) — Independent aggregator shows an exact line-item matc"
extadj-ca0430300-burglary,CA0430300,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com Cupertino CA 2024 crime statistics (FBI/NIBRS-sourced aggregator); San Jose Spotlight, 'West Valley city sees big drop in crime rate' (2024 Cupertino crime at 12-year low) — Independent aggregator shows an exact line-item matc"
extadj-ca0430300-larceny,CA0430300,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com Cupertino CA 2024 crime statistics (FBI/NIBRS-sourced aggregator); San Jose Spotlight, 'West Valley city sees big drop in crime rate' (2024 Cupertino crime at 12-year low) — Independent aggregator shows an exact line-item matc"
extadj-ca0430300-motor_vehicle_theft,CA0430300,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com Cupertino CA 2024 crime statistics (FBI/NIBRS-sourced aggregator); San Jose Spotlight, 'West Valley city sees big drop in crime rate' (2024 Cupertino crime at 12-year low) — Independent aggregator shows an exact line-item matc"
extadj-ca0430300-murder,CA0430300,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com Cupertino CA 2024 crime statistics (FBI/NIBRS-sourced aggregator); San Jose Spotlight, 'West Valley city sees big drop in crime rate' (2024 Cupertino crime at 12-year low) — Independent aggregator shows an exact line-item matc"
extadj-ca0430300-rape,CA0430300,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com Cupertino CA 2024 crime statistics (FBI/NIBRS-sourced aggregator); San Jose Spotlight, 'West Valley city sees big drop in crime rate' (2024 Cupertino crime at 12-year low) — Independent aggregator shows an exact line-item matc"
extadj-ca0430300-robbery,CA0430300,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com Cupertino CA 2024 crime statistics (FBI/NIBRS-sourced aggregator); San Jose Spotlight, 'West Valley city sees big drop in crime rate' (2024 Cupertino crime at 12-year low) — Independent aggregator shows an exact line-item matc"
extadj-ky0560300-burglary,KY0560300,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Kentucky State Police, '2024 Crime in Kentucky' official report, Offenses by County and Agency table, ST. MATTHEWS POLICE DEPARTMENT row — Burglary (36 vs 43), larceny (765 vs 834), MVT (80 vs 90) and robbery (14 vs 14) are within ~15% or e"
extadj-ky0560300-larceny,KY0560300,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Kentucky State Police, '2024 Crime in Kentucky' official report, Offenses by County and Agency table, ST. MATTHEWS POLICE DEPARTMENT row — Burglary (36 vs 43), larceny (765 vs 834), MVT (80 vs 90) and robbery (14 vs 14) are within ~15% or e"
extadj-ky0560300-motor_vehicle_theft,KY0560300,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Kentucky State Police, '2024 Crime in Kentucky' official report, Offenses by County and Agency table, ST. MATTHEWS POLICE DEPARTMENT row — Burglary (36 vs 43), larceny (765 vs 834), MVT (80 vs 90) and robbery (14 vs 14) are within ~15% or e"
extadj-ky0560300-rape,KY0560300,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Kentucky State Police, '2024 Crime in Kentucky' official report, Offenses by County and Agency table, ST. MATTHEWS POLICE DEPARTMENT row — Burglary (36 vs 43), larceny (765 vs 834), MVT (80 vs 90) and robbery (14 vs 14) are within ~15% or e"
extadj-ky0560300-robbery,KY0560300,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"Kentucky State Police, '2024 Crime in Kentucky' official report, Offenses by County and Agency table, ST. MATTHEWS POLICE DEPARTMENT row — Burglary (36 vs 43), larceny (765 vs 834), MVT (80 vs 90) and robbery (14 vs 14) are within ~15% or e"
extadj-ca0070500-aggravated_assault,CA0070500,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com El Cerrito CA 2024 crime statistics (FBI/NIBRS-sourced aggregator: '122 violent crimes...774 property crimes' in 2024) — Aggregate violent-crime total (122) and property-crime total (774) reported for El Cerrito in 2024 match 
extadj-ca0070500-burglary,CA0070500,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com El Cerrito CA 2024 crime statistics (FBI/NIBRS-sourced aggregator: '122 violent crimes...774 property crimes' in 2024) — Aggregate violent-crime total (122) and property-crime total (774) reported for El Cerrito in 2024 match 
extadj-ca0070500-larceny,CA0070500,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com El Cerrito CA 2024 crime statistics (FBI/NIBRS-sourced aggregator: '122 violent crimes...774 property crimes' in 2024) — Aggregate violent-crime total (122) and property-crime total (774) reported for El Cerrito in 2024 match 
extadj-ca0070500-motor_vehicle_theft,CA0070500,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com El Cerrito CA 2024 crime statistics (FBI/NIBRS-sourced aggregator: '122 violent crimes...774 property crimes' in 2024) — Aggregate violent-crime total (122) and property-crime total (774) reported for El Cerrito in 2024 match 
extadj-ca0070500-murder,CA0070500,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com El Cerrito CA 2024 crime statistics (FBI/NIBRS-sourced aggregator: '122 violent crimes...774 property crimes' in 2024) — Aggregate violent-crime total (122) and property-crime total (774) reported for El Cerrito in 2024 match 
extadj-ca0070500-rape,CA0070500,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com El Cerrito CA 2024 crime statistics (FBI/NIBRS-sourced aggregator: '122 violent crimes...774 property crimes' in 2024) — Aggregate violent-crime total (122) and property-crime total (774) reported for El Cerrito in 2024 match 
extadj-ca0070500-robbery,CA0070500,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,city-data.com El Cerrito CA 2024 crime statistics (FBI/NIBRS-sourced aggregator: '122 violent crimes...774 property crimes' in 2024) — Aggregate violent-crime total (122) and property-crime total (774) reported for El Cerrito in 2024 match 
extadj-wi0411700-aggravated_assault,WI0411700,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com West Milwaukee WI crime statistics ('2025 crime index fell 21% from 2024'; 2025 figures: 0 murder, 1 rape, 6 robbery, 17 assault, 20 burglary, 778 theft, 52 auto theft) — West Milwaukee is a ~4,150-resident village that hosts "
extadj-wi0411700-burglary,WI0411700,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com West Milwaukee WI crime statistics ('2025 crime index fell 21% from 2024'; 2025 figures: 0 murder, 1 rape, 6 robbery, 17 assault, 20 burglary, 778 theft, 52 auto theft) — West Milwaukee is a ~4,150-resident village that hosts "
extadj-wi0411700-larceny,WI0411700,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com West Milwaukee WI crime statistics ('2025 crime index fell 21% from 2024'; 2025 figures: 0 murder, 1 rape, 6 robbery, 17 assault, 20 burglary, 778 theft, 52 auto theft) — West Milwaukee is a ~4,150-resident village that hosts "
extadj-wi0411700-motor_vehicle_theft,WI0411700,2024,motor_vehicle_theft,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com West Milwaukee WI crime statistics ('2025 crime index fell 21% from 2024'; 2025 figures: 0 murder, 1 rape, 6 robbery, 17 assault, 20 burglary, 778 theft, 52 auto theft) — West Milwaukee is a ~4,150-resident village that hosts "
extadj-wi0411700-murder,WI0411700,2024,murder,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com West Milwaukee WI crime statistics ('2025 crime index fell 21% from 2024'; 2025 figures: 0 murder, 1 rape, 6 robbery, 17 assault, 20 burglary, 778 theft, 52 auto theft) — West Milwaukee is a ~4,150-resident village that hosts "
extadj-wi0411700-rape,WI0411700,2024,rape,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com West Milwaukee WI crime statistics ('2025 crime index fell 21% from 2024'; 2025 figures: 0 murder, 1 rape, 6 robbery, 17 assault, 20 burglary, 778 theft, 52 auto theft) — West Milwaukee is a ~4,150-resident village that hosts "
extadj-wi0411700-robbery,WI0411700,2024,robbery,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com West Milwaukee WI crime statistics ('2025 crime index fell 21% from 2024'; 2025 figures: 0 murder, 1 rape, 6 robbery, 17 assault, 20 burglary, 778 theft, 52 auto theft) — West Milwaukee is a ~4,150-resident village that hosts "
extadj-pa0461900-aggravated_assault,PA0461900,2024,aggravated_assault,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com / beautifydata.com Norristown PA 2024 homicide count ('3 homicides in 2024, up from 2 in 2023') — Independent aggregators confirm 3 murders in Norristown in 2024, an exact match to the held lane. Pennsylvania's own UCR portal "
extadj-pa0461900-burglary,PA0461900,2024,burglary,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com / beautifydata.com Norristown PA 2024 homicide count ('3 homicides in 2024, up from 2 in 2023') — Independent aggregators confirm 3 murders in Norristown in 2024, an exact match to the held lane. Pennsylvania's own UCR portal "
extadj-pa0461900-larceny,PA0461900,2024,larceny,accept_unchanged,external_evidence_admit,external-evidence-agent-2,"city-data.com / beautifydata.com Norristown PA 2024 homicide count ('3 homicides in 2024, up from 2 in 2023') — Independent aggregators confirm 3 murders in Norristown in 2024, an exact match to the held lane. Pennsylvania's own UCR portal "
