concept_family,concept_name,ags_consistent,protected_or_excluded_flag,source_family,source_dataset,table_or_variable_codes_or_fields,available_at_bg,available_at_tract,available_current_year,public_access_status,proposed_transformation,priority,research_notes,source_links
owner,owner_overcrowded_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
owner,owner_units_per_capita,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
parking,parking_lot_road_length_km,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
per,per_capita_income_2024,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
pop,pop_2024,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
pop,pop_factor_2024,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
population,population_density_sqkm,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
postsecondary,postsecondary_density_sqkm,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
primary,primary_road_length_km,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
private,private_road_length_km,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
public,public_school_density_sqkm,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
ramp,ramp_length_km,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
rent,rent_30_35pct_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
rent,rent_35_40pct_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
rent,rent_40_50pct_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
rent,rent_50plus_pct_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
renter,renter_2plus_vehicle_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
renter,renter_no_vehicle_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
renter,renter_overcrowded_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
renter,renter_units_per_capita,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
resident,resident_jobs_per_capita,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
resident,resident_same_bg_commute_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
road,road_total_length_km,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
secondary,secondary_road_length_km,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
service,service_drive_length_km,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
snap,snap_received_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
structure,structure_built_1960_1979_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
structure,structure_built_1980_1999_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
structure,structure_built_2000_plus_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
structure,structure_built_pre1960_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
structure,structure_mobile_home_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
structure,structure_multifamily_large_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
structure,structure_multifamily_medium_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
structure,structure_multifamily_small_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
structure,structure_other_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
structure,structure_single_attached_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
structure,structure_single_detached_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
tenure,tenure_owner_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
tract,tract_mobility_abroad_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
tract,tract_mobility_diff_county_same_state_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
tract,tract_mobility_diff_house_same_county_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
tract,tract_mobility_diff_state_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
tract,tract_mobility_same_house_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
tract,tract_poverty_rate,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
unemployed,unemployed_per_capita,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
unemployment,unemployment_rate,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
vacancy,vacancy_for_rent_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
vacancy,vacancy_for_sale_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
vacancy,vacancy_migrant_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
vacancy,vacancy_other_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
vacancy,vacancy_rented_not_occupied_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
vacancy,vacancy_seasonal_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
vacancy,vacancy_sold_not_occupied_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
vacant,vacant_units_per_capita,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
vehicular,vehicular_trail_length_km,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
walkway,walkway_length_km,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
workplace,workplace_out_of_state_commute_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
workplace,workplace_same_bg_commute_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
workplace,workplace_same_county_commute_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
workplace,workplace_same_tract_commute_share,,False,current_v2_feature_frame,,,True,True,,implemented,already_in_feature_frame,implemented,Current modeled-surface covariate already present in V2 feature frame.,
