case_id,class,subclass,batch_file,index_in_batch,state,n_oris,oris,provenance_kind,mass_hint,evidence_chars
b2-TX0780100-crowell,published_zero,b2_cius,batches/batch_084.json,11,TX,1,TX0780100,full_year_nibrs_backed,0.0,5346
c-TX0960200-estelline,token_reporter,c,batches/batch_085.json,0,TX,1,TX0960200,,0.0,5227
c-TX1100500-anton,token_reporter,c,batches/batch_085.json,1,TX,1,TX1100500,,0.0,5230
b2-TX0891000-smiley,published_zero,b2_cius,batches/batch_085.json,2,TX,1,TX0891000,full_year_nibrs_backed,0.0,5219
c-TX1270500-hawley,token_reporter,c,batches/batch_085.json,3,TX,1,TX1270500,,0.0,5289
c-TX1350000-king,token_reporter,c,batches/batch_085.json,4,TX,1,TX1350000,,0.0,5228
b2-TX0912200-southmayd,published_zero,b2_cius,batches/batch_085.json,5,TX,1,TX0912200,full_year_nibrs_backed,0.0,5267
c-TX1410600-lometa,token_reporter,c,batches/batch_085.json,6,TX,1,TX1410600,,0.0,5235
a2-OK03301-altus,ambiguous_twin,a2,batches/batch_085.json,7,OK,2,OK0330100|OK033013A,,0.0,6439
c-TX1521100-ransom-canyon,token_reporter,c,batches/batch_085.json,8,TX,1,TX1521100,,0.0,5302
c-TX1701800-woodbranch,token_reporter,c,batches/batch_085.json,9,TX,1,TX1701800,,0.0,5330
b2-TX0960200-estelline,published_zero,b2_cius,batches/batch_085.json,10,TX,1,TX0960200,full_year_nibrs_backed,0.0,5319
c-TX1750700-blooming-grove,token_reporter,c,batches/batch_085.json,11,TX,1,TX1750700,,0.0,5176
c-TX1890000-presidio,token_reporter,c,batches/batch_086.json,0,TX,1,TX1890000,,0.0,5310
b2-TX0990100-chillicothe,published_zero,b2_cius,batches/batch_086.json,1,TX,1,TX0990100,full_year_nibrs_backed,0.0,5378
c-TX1940100-clarksville,token_reporter,c,batches/batch_086.json,2,TX,1,TX1940100,,0.0,5362
c-TX2220000-terrell,token_reporter,c,batches/batch_086.json,3,TX,1,TX2220000,,0.0,5246
b2-TX1100500-anton,published_zero,b2_cius,batches/batch_086.json,4,TX,1,TX1100500,full_year_nibrs_backed,0.0,5319
c-VT0090100-randolph,token_reporter,c,batches/batch_086.json,5,VT,1,VT0090100,,0.0,5359
a2-OK07001-guymon,ambiguous_twin,a2,batches/batch_086.json,6,OK,2,OK0700100|OK070015A,,0.0,6507
c-WA0380900-palouse,token_reporter,c,batches/batch_086.json,7,WA,1,WA0380900,,0.0,5287
b2-TX1270500-hawley,published_zero,b2_cius,batches/batch_086.json,8,TX,1,TX1270500,full_year_nibrs_backed,0.0,5393
c-WV0201600-cedar-grove,token_reporter,c,batches/batch_086.json,9,WV,1,WV0201600,,0.0,5312
c-WY0070400-shoshoni,token_reporter,c,batches/batch_086.json,10,WY,1,WY0070400,,0.0,5240
b2-TX1410600-lometa,published_zero,b2_cius,batches/batch_086.json,11,TX,1,TX1410600,full_year_nibrs_backed,0.0,5327
c-NY0160000-franklin,token_reporter,c,batches/batch_087.json,0,NY,1,NY0160000,,-1.0,5287
c-NY0223700-theresa-village,token_reporter,c,batches/batch_087.json,1,NY,1,NY0223700,,-1.0,5423
b2-TX1521100-ransom-canyon,published_zero,b2_cius,batches/batch_087.json,2,TX,1,TX1521100,full_year_nibrs_backed,0.0,5391
c-PA0115800-gallitzin-township,token_reporter,c,batches/batch_087.json,3,PA,1,PA0115800,,-1.0,5300
c-PA0542400-pine-grove,token_reporter,c,batches/batch_087.json,4,PA,1,PA0542400,,-1.0,5337
a2-TX12923-southwestern-christian-c,ambiguous_twin,a2,batches/batch_087.json,5,TX,2,TX1292300|TX129239E,,0.0,6178
b2-TX1701800-woodbranch,published_zero,b2_cius,batches/batch_087.json,6,TX,1,TX1701800,full_year_nibrs_backed,0.0,5431
c-SD0040100-scotland,token_reporter,c,batches/batch_087.json,7,SD,1,SD0040100,,-1.0,5373
c-ME0051300-gouldsboro,token_reporter,c,batches/batch_087.json,8,ME,1,ME0051300,,-2.0,5442
c-MO0080100-cole-camp,token_reporter,c,batches/batch_087.json,9,MO,1,MO0080100,,-2.0,5402
b2-TX1750700-blooming-grove,published_zero,b2_cius,batches/batch_087.json,10,TX,1,TX1750700,full_year_nibrs_backed,0.0,5252
c-PA0101900-saxonburg,token_reporter,c,batches/batch_087.json,11,PA,1,PA0101900,,-2.0,5313
c-PA0180600-woodward-township,token_reporter,c,batches/batch_088.json,0,PA,1,PA0180600,,-2.0,5295
b2-TX2101600-tenaha,published_zero,b2_cius,batches/batch_088.json,1,TX,1,TX2101600,full_year_nibrs_backed,0.0,5395
c-PA0180900-mill-hall,token_reporter,c,batches/batch_088.json,2,PA,1,PA0180900,,-2.0,5324
c-PA0192200-main-township,token_reporter,c,batches/batch_088.json,3,PA,1,PA0192200,,-2.0,5282
a2-TX16501-midland,ambiguous_twin,a2,batches/batch_088.json,4,TX,2,TX1650100|TX165013A,,0.0,6475
b2-WA0380900-palouse,published_zero,b2_cius,batches/batch_088.json,5,WA,1,WA0380900,full_year_nibrs_backed,0.0,5387
c-SD0330200-parkston,token_reporter,c,batches/batch_088.json,6,SD,1,SD0330200,,-2.0,5399
c-TX2030100-san-augustine,token_reporter,c,batches/batch_088.json,7,TX,1,TX2030100,,-2.0,5315
b2-WY0070400-shoshoni,published_zero,b2_cius,batches/batch_088.json,8,WY,1,WY0070400,full_year_nibrs_backed,0.0,5332
c-CA0130300-calipatria,token_reporter,c,batches/batch_088.json,9,CA,1,CA0130300,,-18.0,5319
