ori9,fill_rows,n_rows,fill_mass,total_estimated,reported_2024,fill_sources,last_usable_year_before_2024,usable_rows_2024,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,years_since_last_real_report,on_fbi_2024_roster
TN0260700,7,7,5.2734481949540735,5.2734481949540735,0.0,hist_median,2021.0,0.0,SPR TIM S FORD,special_jurisdiction,0.0,51.0,81080.0,srs_agency_header,3.0,False
NY112WN00,7,7,5.2718382752409,5.2718382752409,0.0,hist_median,2019.0,0.0,NYC DEP P BEERSTON PCT,special_jurisdiction,0.0,25.0,99025.0,srs_agency_header,5.0,True
TX0510100,7,7,5.251932205318997,5.251932205318997,0.0,hist_median,2018.0,0.0,PADUCAH,local_police,1084.0,101.0,54600.0,srs_agency_header,6.0,True
MO0270500,7,7,5.240734888550705,5.240734888550705,0.0,hist_median,2019.0,0.0,PILOT GROVE,local_police,760.0,53.0,57602.0,srs_agency_header,5.0,True
MA003BA00,7,7,5.217453153877235,5.217453153877235,0.0,hist_median,2019.0,0.0,MBTA BRISTOL COUNTY,special_jurisdiction,0.0,5.0,99005.0,srs_agency_header,5.0,True
SD0470000,7,7,5.171190817774388,5.171190817774388,0.0,hist_median,2021.0,0.0,MELLETTE,sheriff,2107.0,95.0,99095.0,srs_agency_header,3.0,True
WV0250400,7,7,5.154025991584845,5.154025991584845,0.0,hist_median,2018.0,0.0,MONONGAH,local_police,1173.0,49.0,55276.0,srs_agency_header,6.0,True
IN307SP00,7,7,5.130827160114105,5.130827160114105,0.0,hist_median,2019.0,0.0,SP BROWN COUNTY,state_law_enforcement,0.0,13.0,99013.0,srs_agency_header,5.0,False
PA0380100,5,7,5.089311084449835,29.089311084449832,6.0,hist_median,2020.0,0.0,ANNVILLE TOWNSHIP,local_police,8379.0,75.0,2600.0,srs_agency_header,4.0,False
CA0102400,7,7,5.0,5.0,5.0,hist_median|partial_uplift_sanity_cap_hist_median,2019.0,0.0,UPRR FRESNO COUNTY,special_jurisdiction,0.0,19.0,99019.0,srs_agency_header,5.0,True
CA0073300,7,7,5.0,5.0,5.0,hist_median|partial_uplift_sanity_cap_hist_median,2019.0,0.0,UPRR CONTRA COSTA CNTY,special_jurisdiction,0.0,13.0,99013.0,srs_agency_header,5.0,True
AL0360200,7,7,4.991589724845926,4.991589724845926,0.0,hist_median,2019.0,0.0,MOUNDVILLE,local_police,3695.0,65.0,51648.0,srs_agency_header,5.0,True
KY1000900,7,7,4.971898561919409,4.971898561919409,0.0,hist_median,2018.0,0.0,PULASKI CNTY CNSTBL D 5,unknown,0.0,199.0,,leaic_crosswalk,6.0,False
WI0621000,7,7,4.913107866482966,4.913107866482966,0.0,hist_median,2019.0,0.0,TREMPEALEAU,local_police,1907.0,121.0,80500.0,srs_agency_header,5.0,True
NY0356500,7,7,4.886617956352984,4.886617956352984,0.0,hist_median,2019.0,0.0,TUXEDO TOWN,local_police,3125.0,71.0,75781.0,srs_agency_header,5.0,True
TN0890200,7,7,4.8668779530869095,4.8668779530869095,0.0,hist_median,2021.0,0.0,SPR ROCK ISLAND,special_jurisdiction,0.0,177.0,64280.0,srs_agency_header,3.0,False
VT0050500,7,7,4.841462289751728,4.841462289751728,0.0,hist_median,2021.0,0.0,BRIGHTON,local_police,1283.0,9.0,8725.0,srs_agency_header,3.0,False
CO0090000,7,7,4.8407800659209705,4.8407800659209705,0.0,hist_median,2021.0,0.0,CHEYENNE,sheriff,1874.0,17.0,99017.0,srs_agency_header,3.0,True
IN318SP00,7,7,4.828926000539295,4.828926000539295,0.0,hist_median,2019.0,0.0,SP DELAWARE COUNTY,state_law_enforcement,0.0,35.0,99035.0,srs_agency_header,5.0,False
PA0371900,5,7,4.798376703544922,16.79837670354492,2.0,hist_median,2018.0,0.0,HICKORY TOWNSHIP,local_police,2401.0,73.0,34248.0,srs_agency_header,6.0,False
TX1720300,7,7,4.744371866692303,4.744371866692303,0.0,hist_median,2019.0,0.0,OMAHA,local_police,980.0,343.0,54024.0,srs_agency_header,5.0,True
SD0530000,7,7,4.7296957450812185,4.7296957450812185,0.0,hist_median,2021.0,0.0,POTTER,sheriff,1379.0,107.0,99107.0,srs_agency_header,3.0,True
PA0540300,7,7,4.687209844575339,4.687209844575339,0.0,hist_median,2018.0,0.0,GIRARDVILLE,local_police,1445.0,107.0,29264.0,srs_agency_header,6.0,False
TX0630100,7,7,4.6800539139174475,4.6800539139174475,0.0,hist_median,2019.0,0.0,SPUR,local_police,1207.0,125.0,69848.0,srs_agency_header,5.0,True
OK0621400,7,7,4.659723199972887,4.659723199972887,0.0,hist_median,2019.0,0.0,STONEWALL,local_police,525.0,123.0,70500.0,srs_agency_header,5.0,True
IN385SP00,7,7,4.5966546699278705,4.5966546699278705,0.0,hist_median,2019.0,0.0,SP WABASH COUNTY,state_law_enforcement,0.0,169.0,99169.0,srs_agency_header,5.0,False
PA0171400,7,7,4.584227309227069,4.584227309227069,0.0,hist_median,2018.0,0.0,DECATUR TOWNSHIP,local_police,4715.0,33.0,18456.0,srs_agency_header,6.0,False
PA0420700,7,7,4.584227309227069,4.584227309227069,0.0,hist_median,2018.0,0.0,OTTO ELDRED REGIONAL,local_police,2260.0,83.0,99991.0,srs_agency_header,6.0,False
PA0590300,7,7,4.535423625670672,4.535423625670672,0.0,hist_median,2019.0,0.0,BLOSSBURG,local_police,1519.0,117.0,7160.0,srs_agency_header,5.0,True
MO0040200,7,7,4.519880614592837,4.519880614592837,0.0,hist_median,2018.0,0.0,LADDONIA,local_police,506.0,7.0,,fbi_cde_agency_roster,6.0,True
NC0830300,7,7,4.51214729013244,4.51214729013244,0.0,hist_median,2019.0,0.0,WAGRAM,local_police,780.0,165.0,70480.0,srs_agency_header,5.0,True
IN0500600,7,7,4.474063210343299,4.474063210343299,0.0,hist_median,2021.0,0.0,ARGOS,local_police,1759.0,99.0,2044.0,srs_agency_header,3.0,True
IN378SP00,7,7,4.435859042204632,4.435859042204632,0.0,hist_median,2019.0,0.0,SP SWITZERLAND COUNTY,state_law_enforcement,0.0,155.0,99155.0,srs_agency_header,5.0,False
VA072SP00,7,7,4.407353967049497,4.407353967049497,0.0,hist_median,2021.0,0.0,SP POWHATAN COUNTY,state_law_enforcement,0.0,145.0,99145.0,srs_agency_header,3.0,True
IL0480700,7,7,4.399820763275424,4.399820763275424,0.0,hist_median,2020.0,0.0,YATES CITY,local_police,659.0,95.0,83817.0,srs_agency_header,4.0,True
OH0270900,7,7,4.390329026700851,4.390329026700851,0.0,hist_median,2021.0,0.0,UNIVERSITY OF RIO GRANDE,special_jurisdiction,0.0,53.0,67258.0,srs_agency_header,3.0,True
IL0520400,7,7,4.388090639890939,4.388090639890939,0.0,hist_median,2020.0,0.0,FRANKLIN GROVE,local_police,948.0,103.0,27689.0,srs_agency_header,4.0,True
KS0500400,7,7,4.366402596270994,4.366402596270994,0.0,hist_median,2021.0,0.0,ALTAMONT,local_police,1040.0,99.0,1550.0,srs_agency_header,3.0,True
PA0113200,6,7,4.362401002307347,10.362401002307347,3.0,hist_median,2019.0,0.0,JACKSON TOWNSHIP,local_police,4176.0,21.0,37352.0,srs_agency_header,5.0,True
IN361SP00,7,7,4.359001045478354,4.359001045478354,0.0,hist_median,2019.0,0.0,SP PARKE COUNTY,state_law_enforcement,0.0,121.0,99121.0,srs_agency_header,5.0,False
NB0350000,7,7,4.337995886948908,4.337995886948908,0.0,hist_median,2021.0,0.0,GARDEN,sheriff,1879.0,69.0,99069.0,srs_agency_header,3.0,True
IL0823000,7,7,4.331921214711871,4.331921214711871,0.0,hist_median,2019.0,0.0,LENZBURG,local_police,488.0,163.0,42860.0,srs_agency_header,5.0,False
MO0130700,7,7,4.303013265400876,4.303013265400876,0.0,hist_median,2020.0,0.0,POLO,local_police,536.0,25.0,58916.0,srs_agency_header,4.0,True
TN0760200,7,7,4.298806021715212,4.298806021715212,0.0,hist_median,2018.0,0.0,WINFIELD,local_police,1016.0,151.0,81280.0,srs_agency_header,6.0,False
GA1580500,7,7,4.2753611877426065,4.2753611877426065,0.0,hist_median,2019.0,0.0,IVEY,local_police,1028.0,319.0,41540.0,srs_agency_header,5.0,True
PA0543700,6,7,4.273725150412661,22.273725150412663,3.0,hist_median,2018.0,0.0,WEST MAHANOY TOWNSHIP,local_police,2790.0,107.0,83408.0,srs_agency_header,6.0,True
NC0950400,7,7,4.271272656537274,4.271272656537274,0.0,hist_median,2020.0,0.0,SEVEN DEVILS,local_police,325.0,189.0,60505.0,srs_agency_header,4.0,True
IN368SP00,7,7,4.269593863529128,4.269593863529128,0.0,hist_median,2018.0,0.0,SP RANDOLPH COUNTY,state_law_enforcement,0.0,135.0,99135.0,srs_agency_header,6.0,False
IN338SP00,7,7,4.255716349647458,4.255716349647458,0.0,hist_median,2019.0,0.0,SP JAY COUNTY,state_law_enforcement,0.0,75.0,99075.0,srs_agency_header,5.0,False
IL0340300,7,7,4.23134967103868,4.23134967103868,0.0,hist_median,2020.0,0.0,DALLAS CITY,local_police,880.0,67.0,18420.0,srs_agency_header,4.0,True
FL0359000,7,7,4.197855259221506,4.197855259221506,0.0,hist_median,2019.0,0.0,HP LAKE COUNTY,state_law_enforcement,0.0,69.0,99069.0,srs_agency_header,5.0,True
PA0181200,6,7,4.176329081111718,17.676329081111717,9.0,hist_median,2019.0,0.0,LOCK HAVEN UNIVERSITY,special_jurisdiction,0.0,35.0,44128.0,srs_agency_header,5.0,True
TN0210300,7,7,4.159827040877607,4.159827040877607,0.0,hist_median,2021.0,0.0,SPR EDGAR EVINS,special_jurisdiction,0.0,41.0,99041.0,srs_agency_header,3.0,False
WI0620300,7,7,4.157862950606022,4.157862950606022,0.0,hist_median,2019.0,0.0,BLAIR,local_police,1365.0,121.0,8075.0,srs_agency_header,5.0,True
KS0820200,7,7,4.122509988035341,4.122509988035341,0.0,hist_median,2019.0,0.0,STOCKTON,local_police,1433.0,163.0,68350.0,srs_agency_header,5.0,False
VTVSP0000,7,7,4.1153520209622885,4.1153520209622885,0.0,hist_median,2021.0,0.0,VERMONT STATE POLICE,state_law_enforcement,0.0,23.0,76900.0,srs_agency_header,3.0,True
OH0210600,7,7,4.099597060207305,4.099597060207305,0.0,hist_median,2021.0,0.0,SHAWNEE HILLS,local_police,941.0,41.0,71976.0,srs_agency_header,3.0,True
IN304SP00,7,7,4.087672478699868,4.087672478699868,0.0,hist_median,2019.0,0.0,SP BENTON COUNTY,state_law_enforcement,0.0,7.0,99007.0,srs_agency_header,5.0,False
KS0040100,7,7,4.081423000186043,4.081423000186043,0.0,hist_median,2019.0,0.0,KIOWA,local_police,955.0,7.0,37125.0,srs_agency_header,5.0,True
IL0461000,7,7,4.067601882197008,4.067601882197008,0.0,hist_median,2019.0,0.0,HERSCHER,local_police,1515.0,91.0,34384.0,srs_agency_header,5.0,True
IL0520100,7,7,4.0531427922147,4.0531427922147,0.0,hist_median,2020.0,0.0,ASHTON,local_police,951.0,103.0,2583.0,srs_agency_header,4.0,False
NC0560300,7,7,4.047687033882752,4.047687033882752,0.0,hist_median,2021.0,0.0,SPR LAKE JAMES,special_jurisdiction,0.0,111.0,46100.0,srs_agency_header,3.0,True
IL016PS00,7,7,4.032087811892586,4.032087811892586,0.0,hist_median,2019.0,0.0,PRAIRIE STATE COLLEGE,unknown,,,,,5.0,False
PA0411000,7,7,4.016568337187272,4.016568337187272,0.0,hist_median,2018.0,0.0,DUBOISTOWN,local_police,1187.0,81.0,20144.0,srs_agency_header,6.0,False
PA0020W00,7,7,4.016568337187272,4.016568337187272,0.0,hist_median,2018.0,0.0,KILBUCK TOWNSHIP,local_police,754.0,3.0,39624.0,srs_agency_header,6.0,False
PA0481400,7,7,4.0,4.0,4.0,hist_median|partial_uplift_sanity_cap_hist_median,2020.0,0.0,EAST BANGOR,local_police,1705.0,95.0,20776.0,srs_agency_header,4.0,True
IN325SP00,7,7,3.959937583517146,3.959937583517146,0.0,hist_median,2019.0,0.0,SP FULTON COUNTY,state_law_enforcement,0.0,49.0,99049.0,srs_agency_header,5.0,False
NY0025400,7,7,3.9538787064306753,3.9538787064306753,1.0,hist_median|partial_uplift_sanity_cap_hist_median,2019.0,0.0,BELMONT VILLAGE,local_police,,3.0,2011.0,srs_agency_header,5.0,False
IN0770200,7,7,3.9496617332641337,3.9496617332641337,0.0,hist_median,2021.0,0.0,SHELBURN,local_police,1219.0,153.0,69192.0,srs_agency_header,3.0,True
IL0901900,7,7,3.9158408785217578,3.9158408785217578,0.0,hist_median,2020.0,0.0,DEER CREEK,local_police,1611.0,179.0,18940.0,srs_agency_header,4.0,True
PA0192900,7,7,3.905401478217688,3.905401478217688,0.0,hist_median,2018.0,0.0,GREENWOOD TOWNSHIP,local_police,1902.0,37.0,31392.0,srs_agency_header,6.0,False
IL0680500,7,7,3.90472333364664,3.90472333364664,0.0,hist_median,2020.0,0.0,WITT,local_police,852.0,135.0,82725.0,srs_agency_header,4.0,True
MS0210100,7,7,3.886408534904679,3.886408534904679,0.0,hist_median,2018.0,0.0,LEAKESVILLE,local_police,3768.0,41.0,39840.0,srs_agency_header,6.0,True
MN0770500,7,7,3.792490926010601,3.792490926010601,0.0,hist_median,2019.0,0.0,EAGLE BEND,local_police,540.0,153.0,17342.0,srs_agency_header,5.0,False
IN308SP00,7,7,3.7904244745774145,3.7904244745774145,0.0,hist_median,2019.0,0.0,SP CARROLL COUNTY,state_law_enforcement,0.0,15.0,99015.0,srs_agency_header,5.0,False
IN0493500,5,7,3.783190210735632,9.783190210735633,2.0,hist_median,2018.0,0.0,MARIAN UNIVERSITY,special_jurisdiction,,97.0,36000.0,srs_agency_header,6.0,False
FL0160500,7,7,3.7536589376747247,3.7536589376747247,0.0,hist_median,2019.0,0.0,DLE DUVAL CO JACKSONVIL,state_law_enforcement,0.0,31.0,35000.0,srs_agency_header,5.0,True
TN0070500,7,7,3.695877622783296,3.695877622783296,0.0,hist_median,2021.0,0.0,SPR COVE LAKE,special_jurisdiction,0.0,13.0,11360.0,srs_agency_header,3.0,False
MD305SP00,7,7,3.684034741403578,3.684034741403578,0.0,hist_median,2019.0,0.0,SP CAROLINE COUNTY,state_law_enforcement,0.0,11.0,99011.0,srs_agency_header,5.0,False
WI0690600,7,7,3.681275276968347,3.681275276968347,0.0,hist_median,2019.0,0.0,MARION,local_police,1300.0,135.0,49400.0,srs_agency_header,5.0,True
GA1310000,7,7,3.680853691327864,3.680853691327864,0.0,hist_median,2021.0,0.0,TALIAFERRO,sheriff,1633.0,265.0,99265.0,srs_agency_header,3.0,True
FL0522800,7,7,3.6664826050712342,3.6664826050712342,0.0,hist_median,2020.0,0.0,ST PETE CLEARWATER INT A,special_jurisdiction,0.0,103.0,12875.0,srs_agency_header,4.0,True
WI0620600,7,7,3.663942097076357,3.663942097076357,0.0,hist_median,2019.0,0.0,INDEPENDENCE,local_police,1493.0,121.0,36800.0,srs_agency_header,5.0,True
IN386SP00,7,7,3.643785110699179,3.643785110699179,0.0,hist_median,2019.0,0.0,SP WARREN COUNTY,state_law_enforcement,0.0,171.0,99171.0,srs_agency_header,5.0,False
ME0102000,7,7,3.6396389033402103,3.6396389033402103,0.0,hist_median,2020.0,0.0,PENOBSCOT NATION,special_jurisdiction,0.0,19.0,99019.0,srs_agency_header,4.0,True
OH0680500,7,7,3.638584319213789,3.638584319213789,0.0,hist_median,2021.0,0.0,GRATIS,local_police,853.0,135.0,31472.0,srs_agency_header,3.0,True
GA0990500,7,7,3.6262253849964847,3.6262253849964847,0.0,hist_median,2021.0,0.0,WARM SPRINGS,local_police,532.0,199.0,80480.0,srs_agency_header,3.0,True
IN373SP00,7,7,3.6144887690295904,3.6144887690295904,0.0,hist_median,2019.0,0.0,SP SHELBY COUNTY,state_law_enforcement,0.0,145.0,99145.0,srs_agency_header,5.0,False
MN0111000,7,7,3.6108090567252296,3.6108090567252296,0.0,hist_median,2020.0,0.0,PIKE BAY,local_police,1814.0,21.0,,leaic_crosswalk,4.0,False
TX1450900,7,7,3.60737226392586,3.60737226392586,0.0,hist_median,2018.0,0.0,NORMANGEE,local_police,712.0,289.0,51840.0,srs_agency_header,6.0,True
WI0250300,7,7,3.6070978558393616,3.6070978558393616,0.0,hist_median,2019.0,0.0,HIGHLAND,local_police,866.0,49.0,34475.0,srs_agency_header,5.0,True
PA0591200,7,7,3.5689256865502355,3.5689256865502355,0.0,hist_median,2019.0,0.0,TIOGA,local_police,646.0,117.0,76808.0,srs_agency_header,5.0,False
PA0251700,5,7,3.560538366640561,15.56053836664056,7.0,hist_median,2019.0,0.0,EDINBORO UNIVERSITY,special_jurisdiction,0.0,49.0,22608.0,srs_agency_header,5.0,True
KS0280200,7,7,3.55293307316254,3.55293307316254,0.0,hist_median,2019.0,0.0,HOLCOMB,local_police,2217.0,55.0,32575.0,srs_agency_header,5.0,True
TN0360200,7,7,3.511869627742691,3.511869627742691,0.0,hist_median,2021.0,0.0,SPR PICKWICK LANDING,special_jurisdiction,0.0,71.0,99071.0,srs_agency_header,3.0,False
MO0111000,7,7,3.5043340225185196,3.5043340225185196,0.0,hist_median,2021.0,0.0,NORTHWEST MISSOURI DRUG,unknown,0.0,21.0,,fbi_cde_agency_roster,3.0,True
SD0120000,7,7,3.4701082779521784,3.4701082779521784,0.0,hist_median,2021.0,0.0,CLARK,sheriff,2794.0,25.0,99025.0,srs_agency_header,3.0,True
GA0350400,7,7,3.4667931770948535,3.4667931770948535,0.0,hist_median,2021.0,0.0,NORMAN PARK,local_police,978.0,71.0,55860.0,srs_agency_header,3.0,True
PA11BCI00,7,7,3.454783612821951,3.454783612821951,0.0,hist_median,2019.0,0.0,SP BCI CAMBRIA COUNTY,state_law_enforcement,,21.0,99021.0,srs_agency_header,5.0,False
IN335SP00,7,7,3.4356603645901904,3.4356603645901904,0.0,hist_median,2019.0,0.0,SP HUNTINGTON COUNTY,state_law_enforcement,0.0,69.0,99069.0,srs_agency_header,5.0,False
SD0310000,7,7,3.418053265404301,3.418053265404301,0.0,hist_median,2020.0,0.0,HARDING,sheriff,1346.0,63.0,99063.0,srs_agency_header,4.0,True
NC0330400,7,7,3.364172760862016,3.364172760862016,0.0,hist_median,2018.0,0.0,PINETOPS,local_police,1259.0,65.0,52140.0,srs_agency_header,6.0,True
IL0060700,7,7,3.350675267858156,3.350675267858156,0.0,hist_median,2018.0,0.0,WALNUT,local_police,1324.0,11.0,78526.0,srs_agency_header,6.0,True
IL0603900,7,7,3.350675267858156,3.350675267858156,0.0,hist_median,2018.0,0.0,NORFLK STHRN RW MADISON,special_jurisdiction,,119.0,99119.0,srs_agency_header,6.0,False
IN356SP00,7,7,3.3293934948159145,3.3293934948159145,0.0,hist_median,2019.0,0.0,SP NEWTON COUNTY,state_law_enforcement,0.0,111.0,99111.0,srs_agency_header,5.0,False
MO0900100,7,7,3.31980014619557,3.31980014619557,0.0,hist_median,2018.0,0.0,ELLINGTON,local_police,922.0,179.0,21844.0,srs_agency_header,6.0,True
KS0220300,7,7,3.301977556227614,3.301977556227614,0.0,hist_median,2021.0,0.0,WATHENA,local_police,1313.0,43.0,76000.0,srs_agency_header,3.0,True
MN0071200,7,7,3.281143314576319,3.281143314576319,0.0,hist_median,2018.0,0.0,TRI CITY,local_police,1397.0,,,,6.0,False
TN0260800,7,7,3.276938449077075,3.276938449077075,0.0,hist_median,2021.0,0.0,SPR S CUMBERLAND REC AR,special_jurisdiction,0.0,51.0,49740.0,srs_agency_header,3.0,False
GA0470300,7,7,3.2683076806674047,3.2683076806674047,0.0,hist_median,2018.0,0.0,ALBANY STATE UNIVERSITY,special_jurisdiction,0.0,95.0,1052.0,srs_agency_header,6.0,True
CO0390900,7,7,3.2408575187864908,3.2408575187864908,0.0,hist_median,2021.0,0.0,COLLBRAN,local_police,731.0,77.0,15605.0,srs_agency_header,3.0,False
WI0681300,7,7,3.2392525507279606,3.2392525507279606,0.0,hist_median,2019.0,0.0,OCONOMOWOC LAKE,local_police,611.0,133.0,,fbi_cde_agency_roster,5.0,True
GA1290300,7,7,3.2209723408346624,3.2209723408346624,0.0,hist_median,2018.0,0.0,PLAINS,local_police,720.0,261.0,61628.0,srs_agency_header,6.0,True
CA0241000,7,7,3.2018129419356542,3.2018129419356542,0.0,hist_median,2020.0,0.0,DPR FOUR RIVERS DISTRIC,special_jurisdiction,0.0,47.0,31568.0,srs_agency_header,4.0,False
CA0520400,7,7,3.197748229428379,3.197748229428379,0.0,hist_median,2019.0,0.0,UPRR TEHAMA COUNTY,special_jurisdiction,,103.0,99103.0,srs_agency_header,5.0,False
CA0501200,7,7,3.197748229428379,3.197748229428379,0.0,hist_median,2019.0,0.0,UPRR STANISLAUS COUNTY,special_jurisdiction,,99.0,99099.0,srs_agency_header,5.0,False
TX2110000,7,7,3.1946583197132146,3.1946583197132146,0.0,hist_median,2019.0,0.0,SHERMAN,sheriff,978.0,421.0,99421.0,srs_agency_header,5.0,True
SD0270100,7,7,3.157058992922362,3.157058992922362,0.0,hist_median,2019.0,0.0,PHILIP,local_police,785.0,55.0,49300.0,srs_agency_header,5.0,True
MI3536400,7,7,3.1564493219142253,3.1564493219142253,0.0,hist_median,2021.0,0.0,EAST TAWAS,local_police,2713.0,69.0,,fbi_cde_agency_roster,3.0,True
NVDI00700,7,7,3.1538142541058174,3.1538142541058174,0.0,hist_median,2019.0,0.0,ELY SHOSHONE TRIBAL,local_police,0.0,33.0,23500.0,srs_agency_header,5.0,True
VA075S100,7,7,3.1509906632771827,3.1509906632771827,0.0,hist_median,2018.0,0.0,SP MANASSAS,state_law_enforcement,0.0,683.0,48952.0,srs_agency_header,6.0,True
NY0025000,6,7,3.1301967146623406,15.13019671466234,2.0,hist_median,2019.0,0.0,FRIENDSHIP TOWN,local_police,1936.0,3.0,27705.0,srs_agency_header,5.0,True
OR0180500,7,7,3.116987612790595,3.116987612790595,0.0,hist_median,2020.0,0.0,MALIN,local_police,841.0,35.0,45400.0,srs_agency_header,4.0,True
TN0630300,7,7,3.100250757093008,3.100250757093008,0.0,hist_median,2021.0,0.0,SPR DUNBAR CAVE NAT ARE,special_jurisdiction,0.0,125.0,15160.0,srs_agency_header,3.0,False
SC0300700,7,7,3.0998660788360404,3.0998660788360404,0.0,hist_median,2020.0,0.0,GREENVILLE HOSPITAL LAU,unknown,0.0,,,,4.0,False
MI0554800,7,7,3.097810626312466,3.097810626312466,0.0,hist_median,2019.0,0.0,MANCELONA,local_police,1406.0,9.0,50620.0,srs_agency_header,5.0,True
OH008130X,7,7,3.0649347213390503,3.0649347213390503,0.0,hist_median,2019.0,0.0,SARDINIA,unknown,0.0,15.0,,fbi_cde_agency_roster,5.0,True
FL0249000,6,7,3.0564388507193625,15.056438850719363,1.0,hist_median,2020.0,0.0,HP HAMILTON COUNTY,state_law_enforcement,0.0,47.0,99047.0,srs_agency_header,4.0,True
MO0530100,7,7,3.048313427368873,3.048313427368873,0.0,hist_median,2019.0,0.0,CONWAY,local_police,777.0,105.0,16192.0,srs_agency_header,5.0,False
NJ009SP00,5,7,3.0184860064029744,16.218486006402973,11.0,hist_median,2019.0,0.0,SP HUDSON COUNTY,state_law_enforcement,0.0,17.0,99017.0,srs_agency_header,5.0,True
PA0010800,7,7,3.012426252890454,3.012426252890454,0.0,hist_median,2018.0,0.0,EAST BERLIN,local_police,1575.0,1.0,20792.0,srs_agency_header,6.0,True
LA0360200,7,7,3.001630641104148,3.001630641104148,0.0,hist_median,2021.0,0.0,DELGADO COMMUNITY COLLEG,special_jurisdiction,0.0,71.0,55000.0,srs_agency_header,3.0,True
FL0549000,7,7,2.9952858899929056,2.9952858899929056,0.0,hist_median,2019.0,0.0,HP PUTNAM COUNTY,state_law_enforcement,0.0,107.0,19350.0,srs_agency_header,5.0,True
CA0269900,7,7,2.980666830819878,2.980666830819878,0.0,hist_median,2019.0,0.0,HP MONO COUNTY,state_law_enforcement,0.0,51.0,8240.0,srs_agency_header,5.0,False
PA0192500,7,7,2.968286626991425,2.968286626991425,0.0,hist_median,2019.0,0.0,FRANKLIN TOWNSHIP,local_police,585.0,37.0,27384.0,srs_agency_header,5.0,False
MI0524500,7,7,2.96200517383922,2.96200517383922,0.0,hist_median,2019.0,0.0,BELLAIRE,local_police,1067.0,9.0,6980.0,srs_agency_header,5.0,True
IL0822100,7,7,2.9614125793693784,2.9614125793693784,0.0,hist_median,2018.0,0.0,FAYETTEVILLE,local_police,338.0,163.0,25726.0,srs_agency_header,6.0,False
WVWSP8500,7,7,2.9489672980195603,2.9489672980195603,0.0,hist_median,2019.0,0.0,SP BCI CHARLESTON,state_law_enforcement,0.0,39.0,99043.0,srs_agency_header,5.0,False
OH0840300,7,7,2.933693847058741,2.933693847058741,0.0,hist_median,2021.0,0.0,MATAMORAS,local_police,868.0,167.0,48286.0,srs_agency_header,3.0,True
MD0071000,7,7,2.924791725180228,2.924791725180228,0.0,hist_median,2019.0,0.0,SPRINGFIELD HOSPITAL,special_jurisdiction,,13.0,76550.0,srs_agency_header,5.0,False
KS0770000,7,7,2.923133285594557,2.923133285594557,0.0,hist_median,2021.0,0.0,RAWLINS,sheriff,1315.0,153.0,99153.0,srs_agency_header,3.0,True
PA0012200,7,7,2.90125939392087,2.90125939392087,0.0,hist_median,2019.0,0.0,FAIRFIELD,local_police,543.0,1.0,24560.0,srs_agency_header,5.0,False
PA0580500,7,7,2.90125939392087,2.90125939392087,0.0,hist_median,2018.0,0.0,OAKLAND,local_police,566.0,115.0,56008.0,srs_agency_header,6.0,False
OH0280300,7,7,2.8999103395959205,2.8999103395959205,0.0,hist_median,2019.0,0.0,BURTON,local_police,1454.0,55.0,10436.0,srs_agency_header,5.0,True
PA0351600,2,7,2.8801735915775937,23.60744631885032,19.0,hist_median,2020.0,0.0,JESSUP,local_police,4512.0,69.0,38160.0,srs_agency_header,4.0,True
KS0930100,7,7,2.8729922575047375,2.8729922575047375,0.0,hist_median,2018.0,0.0,STAFFORD,local_police,958.0,185.0,67775.0,srs_agency_header,6.0,True
OH0750500,7,7,2.860453312122337,2.860453312122337,0.0,hist_median,2021.0,0.0,JACKSON CENTER,local_police,1466.0,149.0,38220.0,srs_agency_header,3.0,True
PA0451100,3,7,2.8382948601989852,40.038294860198995,31.0,hist_median,2018.0,0.0,EAST STROUDSBURG UNIVERS,special_jurisdiction,0.0,89.0,21872.0,srs_agency_header,6.0,True
TN0010800,7,7,2.838212285534195,2.838212285534195,0.0,hist_median,2021.0,0.0,SPR CUMBERLAND TRAIL,special_jurisdiction,0.0,1.0,40240.0,srs_agency_header,3.0,False
IL0165F00,7,7,2.8285511588637493,2.8285511588637493,0.0,hist_median,2019.0,0.0,INDIANA HARBOR BELT RLRD,special_jurisdiction,,31.0,99031.0,srs_agency_header,5.0,False
MO0700400,7,7,2.8089264716833187,2.8089264716833187,0.0,hist_median,2021.0,0.0,BELLFLOWER,local_police,364.0,139.0,4330.0,srs_agency_header,3.0,True
NH0020100,5,7,2.7931253659305924,10.793125365930592,4.0,hist_median,2020.0,0.0,SP CARROLL COUNTY,state_law_enforcement,,3.0,99003.0,srs_agency_header,4.0,False
OH071099E,7,7,2.7921716149615485,2.7921716149615485,0.0,hist_median,2021.0,0.0,,unknown,0.0,,,,3.0,False
TN0320400,7,7,2.7626564764791146,2.7626564764791146,0.0,hist_median,2021.0,0.0,WILDLIFE RA REGION 4,special_jurisdiction,0.0,63.0,50280.0,srs_agency_header,3.0,True
WV0170400,7,7,2.7478807915981065,2.7478807915981065,0.0,hist_median,2020.0,0.0,SHINNSTON,local_police,2285.0,33.0,73636.0,srs_agency_header,4.0,True
MO0720300,7,7,2.7369148827757455,2.7369148827757455,0.0,hist_median,2021.0,0.0,MOREHOUSE,local_police,880.0,143.0,49898.0,srs_agency_header,3.0,True
