ori7c,ori9,state_abbr,state_fips,year,aggravated_assault,burglary,larceny,motor_vehicle_theft,murder,rape,robbery,total,sig,preferred_sources,max_preferred_months,n_usable,agency_name_std,agency_type_norm,population_latest_nibrs,county_fips,place_fips,county_fips_source,cw_n_jurisdictions,cw_weight_sum,cw_relationship,cw_jurisdictions,estimated_count_2024_all_offenses,group_n_ori9,group_n_distinct_signature,group_total_sum,group_total_max,group_total_min,group_excess_mass,match_evidence,duplicate_class
GA04414,GA044149E,GA,13,2022,4.0,32.0,241.0,2.0,0.0,12.0,3.0,294.0,0|12|3|4|32|241|2,nibrs_srs_equivalent_annual,12.0,7,ATLANTA,special_jurisdiction,0.0,089,,fbi_cde_agency_roster,1.0,1.0,overlap,13:statewide_overlap_layer,318.0,2,1,588.0,294.0,294.0,294.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63185,MI6318500,MI,26,2022,24.0,28.0,181.0,14.0,2.0,9.0,2.0,260.0,2|9|2|24|28|181|14,srs_return_a_annual,12.0,7,INDEPENDENCE TOWNSHIP,unknown,,,,,1.0,1.0,overlap,26:statewide_overlap_layer,158.0,2,1,520.0,260.0,260.0,260.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63185,MI631850X,MI,26,2022,24.0,28.0,181.0,14.0,2.0,9.0,2.0,260.0,2|9|2|24|28|181|14,nibrs_srs_equivalent_annual,12.0,7,,local_police,37302.0,125,,fbi_cde_agency_roster,1.0,1.0,exclusive,26:municipal:cousub:2612540400,158.0,2,1,520.0,260.0,260.0,260.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA03048,CA0304800,CA,06,2022,13.0,26.0,177.0,18.0,0.0,1.0,4.0,239.0,0|1|4|13|26|177|18,srs_return_a_annual,12.0,7,RANCHO SANTA MARGARITA,local_police,,059,59587,srs_agency_header,1.0,1.0,exclusive,06:municipal:place:0659587,276.0,2,1,478.0,239.0,239.0,239.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA03048,CA030480X,CA,06,2022,13.0,26.0,177.0,18.0,0.0,1.0,4.0,239.0,0|1|4|13|26|177|18,nibrs_srs_equivalent_annual,12.0,7,SANTA ANA,local_police,48918.0,059,,fbi_cde_agency_roster,1.0,1.0,exclusive,06:municipal:place:0659587,276.0,2,1,478.0,239.0,239.0,239.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA00199,CA0019900,CA,06,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|0|0,srs_return_a_annual,0.0,0,HP ALAMEDA COUNTY,state_law_enforcement,0.0,001,33000,srs_agency_header,1.0,1.0,overlap,06:statewide_overlap_layer,220.69757514560132,5,5,484.0,251.0,0.0,233.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA00199,CA0019945,CA,06,2022,18.0,3.0,8.0,81.0,0.0,0.0,0.0,110.0,0|0|0|18|3|8|81,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL HAYWARD AREA OFFICE,state_law_enforcement,0.0,001,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,207.0,5,5,484.0,251.0,0.0,233.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA00199,CA0019970,CA,06,2022,0.0,0.0,13.0,92.0,0.0,0.0,0.0,105.0,0|0|0|0|0|13|92,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL OAKLAND AREA OFFICE,state_law_enforcement,0.0,001,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,444.0,5,5,484.0,251.0,0.0,233.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA00199,CA0019975,CA,06,2022,0.0,0.0,25.0,226.0,0.0,0.0,0.0,251.0,0|0|0|0|0|25|226,nibrs_srs_equivalent_annual,12.0,7,,state_law_enforcement,0.0,,,,1.0,1.0,overlap,06:statewide_overlap_layer,134.27271177815038,5,5,484.0,251.0,0.0,233.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA00199,CA0019990,CA,06,2022,4.0,0.0,5.0,9.0,0.0,0.0,0.0,18.0,0|0|0|4|0|5|9,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL DUBLIN AREA OFFICE,state_law_enforcement,0.0,001,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,38.0,5,5,484.0,251.0,0.0,233.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
OK05502,OK0550200,OK,40,2022,97.0,86.0,561.0,75.0,1.0,15.0,12.0,847.0,1|15|12|97|86|561|75,cius_publication_annual,12.0,7,DEL CITY,local_police,21859.0,109,19900,srs_agency_header,1.0,1.0,exclusive,40:municipal:place:4019900,777.0,2,2,1066.0,847.0,219.0,219.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
OK05502,OK055025C,OK,40,2022,130.0,0.0,0.0,0.0,11.0,78.0,0.0,219.0,11|78|0|130|0|0|0,nibrs_srs_equivalent_annual,12.0,7,,unknown,0.0,,,,1.0,1.0,overlap,40:statewide_overlap_layer,133.0,2,2,1066.0,847.0,219.0,219.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
MI63183,MI6318300,MI,26,2022,19.0,14.0,154.0,19.0,0.0,3.0,2.0,211.0,0|3|2|19|14|154|19,srs_return_a_annual,12.0,7,COMMERCE TOWNSHIP,unknown,,,,,1.0,1.0,overlap,26:statewide_overlap_layer,264.0,2,1,422.0,211.0,211.0,211.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63183,MI631830X,MI,26,2022,19.0,14.0,154.0,19.0,0.0,3.0,2.0,211.0,0|3|2|19|14|154|19,nibrs_srs_equivalent_annual,12.0,7,,local_police,39878.0,125,,fbi_cde_agency_roster,1.0,1.0,exclusive,26:municipal:cousub:2612517640,264.0,2,1,422.0,211.0,211.0,211.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA00723,CA0072300,CA,06,2022,8.0,43.0,222.0,27.0,0.0,1.0,5.0,306.0,0|1|5|8|43|222|27,srs_return_a_annual,12.0,7,DANVILLE,local_police,,013,17988,srs_agency_header,1.0,1.0,exclusive,06:municipal:place:0617988,277.0,2,2,500.0,306.0,194.0,194.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA00723,CA007230X,CA,06,2022,7.0,24.0,146.0,12.0,0.0,1.0,4.0,194.0,0|1|4|7|24|146|12,nibrs_srs_equivalent_annual,7.0,7,MARTINEZ,local_police,45202.0,013,,fbi_cde_agency_roster,1.0,1.0,exclusive,06:municipal:place:0617988,277.0,2,2,500.0,306.0,194.0,194.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
MI63188,MI6318800,MI,26,2022,17.0,12.0,142.0,15.0,1.0,1.0,0.0,188.0,1|1|0|17|12|142|15,srs_return_a_annual,12.0,7,ORION TOWNSHIP,unknown,,,,,1.0,1.0,overlap,26:statewide_overlap_layer,158.0,2,1,376.0,188.0,188.0,188.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63188,MI631880X,MI,26,2022,17.0,12.0,142.0,15.0,1.0,1.0,0.0,188.0,1|1|0|17|12|142|15,nibrs_srs_equivalent_annual,12.0,7,,local_police,37125.0,125,,fbi_cde_agency_roster,1.0,1.0,exclusive,26:municipal:cousub:2612561100,158.0,2,1,376.0,188.0,188.0,188.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CT00504,CT0050400,CT,09,2022,4.0,13.0,150.0,16.0,0.0,0.0,0.0,183.0,0|0|0|4|13|150|16,srs_return_a_annual,12.0,7,YALE UNIVERSITY,unknown,,,,,1.0,1.0,overlap,09:statewide_overlap_layer,277.0,2,1,366.0,183.0,183.0,183.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CT00504,CT005049E,CT,09,2022,4.0,13.0,150.0,16.0,0.0,0.0,0.0,183.0,0|0|0|4|13|150|16,nibrs_srs_equivalent_annual,12.0,7,,special_jurisdiction,0.0,,,,1.0,1.0,overlap,09:statewide_overlap_layer,277.0,2,1,366.0,183.0,183.0,183.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TX05752,TX0575200,TX,48,2022,0.0,18.0,140.0,21.0,0.0,1.0,0.0,180.0,0|1|0|0|18|140|21,srs_return_a_annual,12.0,7,SOUTHERN METHODIST UNIV,special_jurisdiction,,113,19000,srs_agency_header,1.0,1.0,overlap,48:statewide_overlap_layer,146.0,2,1,360.0,180.0,180.0,180.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TX05752,TX057529E,TX,48,2022,0.0,18.0,140.0,21.0,0.0,1.0,0.0,180.0,0|1|0|0|18|140|21,nibrs_srs_equivalent_annual,12.0,7,DALLAS,special_jurisdiction,0.0,113,,fbi_cde_agency_roster,1.0,1.0,overlap,48:statewide_overlap_layer,146.0,2,1,360.0,180.0,180.0,180.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA05499,CA0549900,CA,06,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|0|0,srs_return_a_annual,0.0,0,HP TULARE COUNTY,state_law_enforcement,0.0,107,82954,srs_agency_header,1.0,1.0,overlap,06:statewide_overlap_layer,720.9184576233268,3,3,522.0,355.0,0.0,167.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA05499,CA0549980,CA,06,2022,11.0,4.0,64.0,276.0,0.0,0.0,0.0,355.0,0|0|0|11|4|64|276,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL VISALIA AREA OFFICE,state_law_enforcement,0.0,107,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,314.0,3,3,522.0,355.0,0.0,167.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA05499,CA0549981,CA,06,2022,0.0,0.0,17.0,150.0,0.0,0.0,0.0,167.0,0|0|0|0|0|17|150,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL PORTERVILLE AREA OFFICE,state_law_enforcement,0.0,107,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,140.0,3,3,522.0,355.0,0.0,167.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
LA03620,LA0362000,LA,22,2022,5.0,27.0,107.0,7.0,0.0,2.0,1.0,149.0,0|2|1|5|27|107|7,srs_return_a_annual,12.0,7,TULANE UNIVERSITY,special_jurisdiction,,071,55000,srs_agency_header,1.0,1.0,overlap,22:statewide_overlap_layer,77.0,2,1,298.0,149.0,149.0,149.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
LA03620,LA036209E,LA,22,2022,5.0,27.0,107.0,7.0,0.0,2.0,1.0,149.0,0|2|1|5|27|107|7,nibrs_srs_equivalent_annual,12.0,7,NEW ORLEANS,special_jurisdiction,0.0,071,,fbi_cde_agency_roster,1.0,1.0,overlap,22:statewide_overlap_layer,77.0,2,1,298.0,149.0,149.0,149.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
TX10138,TX1013800,TX,48,2022,0.0,6.0,109.0,16.0,0.0,1.0,0.0,132.0,0|1|0|0|6|109|16,cius_publication_annual,12.0,7,RICE UNIVERSITY,special_jurisdiction,,201,35000,srs_agency_header,1.0,1.0,overlap,48:statewide_overlap_layer,196.0,2,2,266.0,134.0,132.0,132.0,near_identical_total_ge_085,T1_same_ori7_multiple_ori9
TX10138,TX101389E,TX,48,2022,0.0,6.0,111.0,16.0,0.0,1.0,0.0,134.0,0|1|0|0|6|111|16,nibrs_srs_equivalent_annual,12.0,7,HOUSTON,special_jurisdiction,0.0,201,,fbi_cde_agency_roster,1.0,1.0,overlap,48:statewide_overlap_layer,196.0,2,2,266.0,134.0,132.0,132.0,near_identical_total_ge_085,T1_same_ori7_multiple_ori9
UT02512,UT0251200,UT,49,2022,0.0,5.0,110.0,6.0,0.0,5.0,0.0,126.0,0|5|0|0|5|110|6,srs_return_a_annual,12.0,7,BRIGHAM YOUNG UNIVERSITY,special_jurisdiction,,049,62470,srs_agency_header,1.0,1.0,overlap,49:statewide_overlap_layer,85.0,2,1,252.0,126.0,126.0,126.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
UT02512,UT025129E,UT,49,2022,0.0,5.0,110.0,6.0,0.0,5.0,0.0,126.0,0|5|0|0|5|110|6,nibrs_srs_equivalent_annual,12.0,7,PROVO,special_jurisdiction,0.0,049,,fbi_cde_agency_roster,1.0,1.0,overlap,49:statewide_overlap_layer,85.0,2,1,252.0,126.0,126.0,126.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
FL00638,FL0063800,FL,12,2022,11.0,6.0,105.0,0.0,1.0,1.0,1.0,125.0,1|1|1|11|6|105|0,srs_return_a_annual,12.0,7,SOUTHWEST RANCHES,special_jurisdiction,,011,57425,srs_agency_header,1.0,1.0,overlap,12:statewide_overlap_layer,26.0,2,1,250.0,125.0,125.0,125.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
FL00638,FL006380X,FL,12,2022,11.0,6.0,105.0,0.0,1.0,1.0,1.0,125.0,1|1|1|11|6|105|0,nibrs_srs_equivalent_annual,12.0,7,FORT LAUDERDALE,local_police,8061.0,011,,fbi_cde_agency_roster,1.0,1.0,exclusive,12:municipal:place:1224000,51.78903858605111,2,1,250.0,125.0,125.0,125.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63186,MI6318600,MI,26,2022,8.0,7.0,83.0,8.0,0.0,5.0,1.0,112.0,0|5|1|8|7|83|8,srs_return_a_annual,12.0,7,LYON TOWNSHIP,unknown,,,,,1.0,1.0,overlap,26:statewide_overlap_layer,77.0,2,1,224.0,112.0,112.0,112.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63186,MI631860X,MI,26,2022,8.0,7.0,83.0,8.0,0.0,5.0,1.0,112.0,0|5|1|8|7|83|8,nibrs_srs_equivalent_annual,12.0,7,,local_police,26094.0,125,,fbi_cde_agency_roster,1.0,1.0,exclusive,26:municipal:cousub:2612549820,77.0,2,1,224.0,112.0,112.0,112.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
IL09990,IL0999000,IL,17,2022,8.0,27.0,59.0,7.0,0.0,3.0,0.0,104.0,0|3|0|8|27|59|7,srs_return_a_annual,12.0,7,HOMER GLEN,local_police,,197,35835,srs_agency_header,1.0,1.0,exclusive,17:municipal:place:1735835,72.0,2,2,210.0,106.0,104.0,104.0,near_identical_total_ge_085,T1_same_ori7_multiple_ori9
IL09990,IL099900X,IL,17,2022,10.0,27.0,59.0,7.0,0.0,3.0,0.0,106.0,0|3|0|10|27|59|7,nibrs_srs_equivalent_annual,12.0,7,JOILET,local_police,24638.0,197,,fbi_cde_agency_roster,1.0,1.0,exclusive,17:municipal:place:1738570,72.0,2,2,210.0,106.0,104.0,104.0,near_identical_total_ge_085,T1_same_ori7_multiple_ori9
CA04299,CA0429900,CA,06,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|0|0,srs_return_a_annual,0.0,0,HP SANTA BARBARA COUNTY,state_law_enforcement,0.0,083,69070,srs_agency_header,1.0,1.0,overlap,06:statewide_overlap_layer,182.26004737091847,4,4,161.0,61.0,0.0,100.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA04299,CA0429950,CA,06,2022,2.0,0.0,6.0,53.0,0.0,0.0,0.0,61.0,0|0|0|2|0|6|53,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL SANTA MARIA AREA OFFICE,state_law_enforcement,0.0,083,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,46.0,4,4,161.0,61.0,0.0,100.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA04299,CA0429955,CA,06,2022,2.0,0.0,10.0,32.0,0.0,0.0,0.0,44.0,0|0|0|2|0|10|32,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL BUELLTON AREA OFFICE,state_law_enforcement,0.0,083,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,25.0,4,4,161.0,61.0,0.0,100.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA04299,CA0429960,CA,06,2022,2.0,0.0,11.0,43.0,0.0,0.0,0.0,56.0,0|0|0|2|0|11|43,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL SANTA BARBARA AREA OFFICE,state_law_enforcement,0.0,083,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,37.0,4,4,161.0,61.0,0.0,100.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA03047,CA0304700,CA,06,2022,2.0,13.0,59.0,18.0,1.0,0.0,1.0,94.0,1|0|1|2|13|59|18,srs_return_a_annual,12.0,7,LAGUNA WOODS,local_police,,059,53980,srs_agency_header,1.0,1.0,exclusive,06:municipal:place:0653980,160.0,2,1,188.0,94.0,94.0,94.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA03047,CA030470X,CA,06,2022,2.0,13.0,59.0,18.0,1.0,0.0,1.0,94.0,1|0|1|2|13|59|18,nibrs_srs_equivalent_annual,12.0,7,SANTA ANA,local_police,17249.0,059,,fbi_cde_agency_roster,1.0,1.0,exclusive,06:municipal:place:0639259,160.0,2,1,188.0,94.0,94.0,94.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
RI00423,RI0042300,RI,44,2022,0.0,8.0,68.0,16.0,0.0,1.0,0.0,93.0,0|1|0|0|8|68|16,srs_return_a_annual,11.0,0,BROWN UNIVERSITY,special_jurisdiction,,007,59000,srs_agency_header,1.0,1.0,overlap,44:statewide_overlap_layer,101.0,2,1,186.0,93.0,93.0,93.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
RI00423,RI004239E,RI,44,2022,0.0,8.0,68.0,16.0,0.0,1.0,0.0,93.0,0|1|0|0|8|68|16,nibrs_srs_equivalent_annual,11.0,7,PROVIDENCE,special_jurisdiction,0.0,007,,fbi_cde_agency_roster,1.0,1.0,overlap,44:statewide_overlap_layer,101.0,2,1,186.0,93.0,93.0,93.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63192,MI6319200,MI,26,2022,6.0,19.0,55.0,6.0,0.0,2.0,0.0,88.0,0|2|0|6|19|55|6,srs_return_a_annual,12.0,7,SPRINGFIELD TOWNSHIP,unknown,,,,,1.0,1.0,overlap,26:statewide_overlap_layer,62.0,2,1,176.0,88.0,88.0,88.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63192,MI631920X,MI,26,2022,6.0,19.0,55.0,6.0,0.0,2.0,0.0,88.0,0|2|0|6|19|55|6,nibrs_srs_equivalent_annual,12.0,7,,local_police,14762.0,125,,fbi_cde_agency_roster,1.0,1.0,exclusive,26:municipal:cousub:2612575760,62.0,2,1,176.0,88.0,88.0,88.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
NC03404,NC0340400,NC,37,2022,2.0,8.0,69.0,6.0,0.0,0.0,0.0,85.0,0|0|0|2|8|69|6,cius_publication_annual,12.0,7,WAKE FOREST UNIVERSITY,special_jurisdiction,,067,75000,srs_agency_header,1.0,1.0,overlap,37:statewide_overlap_layer,94.55982189438592,2,1,170.0,85.0,85.0,85.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
NC03404,NC034049E,NC,37,2022,2.0,8.0,69.0,6.0,0.0,0.0,0.0,85.0,0|0|0|2|8|69|6,nibrs_srs_equivalent_annual,12.0,7,WINSTON SALEM,special_jurisdiction,0.0,067,,fbi_cde_agency_roster,1.0,1.0,overlap,37:statewide_overlap_layer,70.0,2,1,170.0,85.0,85.0,85.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA01001,CA0100100,CA,06,2022,162.0,190.0,1796.0,187.0,2.0,34.0,38.0,2409.0,2|34|38|162|190|1796|187,cius_publication_annual,12.0,7,CLOVIS,local_police,127560.0,019,14218,srs_agency_header,1.0,1.0,exclusive,06:municipal:place:0614218,2437.0,2,2,2487.0,2409.0,78.0,78.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01001,CA010015M,CA,06,2022,64.0,0.0,5.0,0.0,0.0,9.0,0.0,78.0,0|9|0|64|0|5|0,nibrs_srs_equivalent_annual,12.0,7,COALINGA STATE HOSPITAL,unknown,0.0,019,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,42.0,2,2,2487.0,2409.0,78.0,78.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
MI63184,MI6318400,MI,26,2022,11.0,7.0,40.0,11.0,0.0,6.0,1.0,76.0,0|6|1|11|7|40|11,srs_return_a_annual,12.0,7,HIGHLAND TOWNSHIP,unknown,,,,,1.0,1.0,overlap,26:statewide_overlap_layer,81.0,2,1,152.0,76.0,76.0,76.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63184,MI631840X,MI,26,2022,11.0,7.0,40.0,11.0,0.0,6.0,1.0,76.0,0|6|1|11|7|40|11,nibrs_srs_equivalent_annual,12.0,7,,local_police,20302.0,125,,fbi_cde_agency_roster,1.0,1.0,exclusive,26:municipal:cousub:2612538080,81.0,2,1,152.0,76.0,76.0,76.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MO09501,MO0950100,MO,29,2022,0.0,2.0,69.0,2.0,0.0,0.0,0.0,73.0,0|0|0|0|2|69|2,srs_return_a_annual,12.0,7,WASHINGTON UNIVERSITY,local_police,,189,01612,srs_agency_header,1.0,1.0,overlap,29:statewide_overlap_layer,100.87943205021857,2,1,146.0,73.0,73.0,73.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MO09501,MO095019E,MO,29,2022,0.0,2.0,69.0,2.0,0.0,0.0,0.0,73.0,0|0|0|0|2|69|2,nibrs_srs_equivalent_annual,12.0,7,SAINT LOUIS,special_jurisdiction,0.0,189,,fbi_cde_agency_roster,1.0,1.0,overlap,29:statewide_overlap_layer,92.0,2,1,146.0,73.0,73.0,73.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63189,MI6318900,MI,26,2022,8.0,5.0,52.0,6.0,1.0,0.0,0.0,72.0,1|0|0|8|5|52|6,srs_return_a_annual,12.0,7,OXFORD TOWNSHIP,unknown,,,,,1.0,1.0,overlap,26:statewide_overlap_layer,57.0,2,1,144.0,72.0,72.0,72.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
MI63189,MI631890X,MI,26,2022,8.0,5.0,52.0,6.0,1.0,0.0,0.0,72.0,1|0|0|8|5|52|6,nibrs_srs_equivalent_annual,12.0,7,,local_police,19592.0,125,,fbi_cde_agency_roster,1.0,1.0,exclusive,26:municipal:cousub:2612562040,57.0,2,1,144.0,72.0,72.0,72.0,identical_7_offense_vector,T1_same_ori7_multiple_ori9
CA00726,CA0072600,CA,06,2022,3.0,28.0,83.0,14.0,0.0,1.0,7.0,136.0,0|1|7|3|28|83|14,cius_publication_annual,12.0,7,ORINDA,local_police,,013,54232,srs_agency_header,1.0,1.0,exclusive,06:municipal:place:0654232,181.0,2,2,204.0,136.0,68.0,68.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA00726,CA007260X,CA,06,2022,0.0,10.0,48.0,7.0,0.0,1.0,2.0,68.0,0|1|2|0|10|48|7,nibrs_srs_equivalent_annual,7.0,7,MARTINEZ,local_police,20175.0,013,,fbi_cde_agency_roster,1.0,1.0,exclusive,06:municipal:place:0646114,181.0,2,2,204.0,136.0,68.0,68.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA00130,CA0013000,CA,06,2022,36.0,66.0,424.0,40.0,2.0,4.0,15.0,587.0,2|4|15|36|66|424|40,srs_return_a_annual,11.0,0,DUBLIN,local_police,,001,20018,srs_agency_header,1.0,1.0,exclusive,06:municipal:place:0620018,1411.0,2,2,652.0,587.0,65.0,65.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA00130,CA001300X,CA,06,2022,0.0,8.0,47.0,5.0,2.0,1.0,2.0,65.0,2|1|2|0|8|47|5,nibrs_srs_equivalent_annual,6.0,7,OAKLAND,local_police,71833.0,001,,fbi_cde_agency_roster,1.0,1.0,exclusive,06:municipal:place:0653000,1411.0,2,2,652.0,587.0,65.0,65.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01599,CA0159900,CA,06,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|0|0,srs_return_a_annual,0.0,0,HP KERN COUNTY,state_law_enforcement,0.0,029,03526,srs_agency_header,1.0,1.0,overlap,06:statewide_overlap_layer,248.77939329029329,5,5,251.0,192.0,0.0,59.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01599,CA0159920,CA,06,2022,9.0,0.0,13.0,167.0,3.0,0.0,0.0,192.0,3|0|0|9|0|13|167,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL BAKERSFIELD AREA OFFICE,state_law_enforcement,0.0,029,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,203.0,5,5,251.0,192.0,0.0,59.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01599,CA0159926,CA,06,2022,0.0,0.0,0.0,35.0,0.0,0.0,0.0,35.0,0|0|0|0|0|0|35,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL BUTTONWILLOW AREA OFFICE,state_law_enforcement,0.0,029,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,20.0,5,5,251.0,192.0,0.0,59.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01599,CA0159930,CA,06,2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0|0|0|0|0|1|0,nibrs_srs_equivalent_annual,12.0,7,,state_law_enforcement,0.0,029,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,0.8533296316085391,5,5,251.0,192.0,0.0,59.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA01599,CA0159960,CA,06,2022,3.0,1.0,7.0,7.0,5.0,0.0,0.0,23.0,5|0|0|3|1|7|7,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL FORT TEJON AREA OFFICE,state_law_enforcement,0.0,029,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,9.0,5,5,251.0,192.0,0.0,59.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA00499,CA0049900,CA,06,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0|0|0|0|0|0|0,srs_return_a_annual,0.0,0,HP BUTTE COUNTY,state_law_enforcement,0.0,007,13014,srs_agency_header,1.0,1.0,overlap,06:statewide_overlap_layer,223.9297585054547,3,3,216.0,158.0,0.0,58.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA00499,CA0049940,CA,06,2022,1.0,0.0,22.0,135.0,0.0,0.0,0.0,158.0,0|0|0|1|0|22|135,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL OROVILLE AREA OFFICE,state_law_enforcement,0.0,005,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,136.0,3,3,216.0,158.0,0.0,58.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
CA00499,CA0049941,CA,06,2022,0.0,0.0,0.0,58.0,0.0,0.0,0.0,58.0,0|0|0|0|0|0|58,nibrs_srs_equivalent_annual,12.0,7,HIGHWAY PATROL CHICO AREA OFFICE,state_law_enforcement,0.0,005,,fbi_cde_agency_roster,1.0,1.0,overlap,06:statewide_overlap_layer,53.0,3,3,216.0,158.0,0.0,58.0,same_ori7_different_counts,T1_same_ori7_multiple_ori9
