# stage1_adjudications registry: twins_adjudicated.csv
# source_registry: state/qa/stage1_adhoc_review/twins_adjudicated.csv
# source_pass: pass 4 (apply_stage1_final_rulings.py) landing on passes 1-3
# rows: live rulings only (the per-class registries hold no superseded rows); the full
#   audit ledger with every superseded instance is state/qa/stage1_adhoc_review/rulings_full.csv
# target_year: not_year_scoped_identity_ruling
# generated_by: scripts/review/source_audit/promote_stage1_adjudications_to_configs.py
# generated_at: 2026-07-30T00:32:54+00:00
# source_sha256: 8cf0366a381792ad691a722fd39530edecd14c623143c2c0f59c794412a20162
# rows_written: 106
case_id,state,n_oris,oris,verdict,canonical_ori,footprint,downstream_action,confidence,needs_review,detail
a3-CO-durango-vs-fort-lewis-college,CO,2,CO034019E;CO0340500,same_agency_merge,CO0340500,08:statewide_overlap_layer,merge_dedupe,high,0,"same_agency_merge. Canonical ORI9 = CO0340500; CO034019E collapses into it. One agency -- Fort Lewis College Police Department -- surfacing under two ORI9 keys in DIFFERENT ORI7 blocks (CO03401 vs CO03405), which is exactly why the deterministic stem rule cannot reach it: build_cross_lane_twin_ledger pairs on ori7_stem. 2024 mass is 29, once, on 08:statewide_overlap_layer; the panel currently carries 29 twice (CO034019E NIBRS 12mo, CO0340500 CIUS 12mo and SRS 11mo). The merge is retrospective across 2018-2024, not 2024-only. REVERSES the canonical named by the pass-1 registry row (CO034019E): direction is variant(NIBRS, non-...00) -> canonical(...00), the same direction the twin rule uses and for the reason the rule states -- CO0340500 is the key whose identity is already resolved (agency_name_std FORT LEWIS COLLEGE, agency_name_raw 'fort lewis college', crosswalk_agency_name 'fort lewis college police department', place_fips 22035 = Durango city, ori7 CO03405), while CO034019E carries agency_name_std DURANGO from the NIBRS batch header's city_name with agency_name_raw, crosswalk_agency_name, place_fips and ori7 all null. Merging the other way publishes a campus agency as DURANGO -"
a3-MI-clayton-township-vs-clayton,MI,2,MI2531400;MI4631700,same_agency_merge,MI2531400,place 2616280,merge_dedupe,high,0,"The 2024 mass belongs to exactly one agency: Clayton Township Police Department, Genesee County MI. CANONICAL ORI9 = MI2531400 — on the FBI's 2024 roster as ""Clayton Township Police Department"" (GENESEE, nibrs_start 2003-04-01), carrying 12-month NIBRS and 12-month Return-A for 2024 (25), FBI population 7,234, already correctly crosswalked at weight 1 exclusive to Census county subdivision 2604916260 (Clayton charter township, Genesee County). Its footprint needs no change; publish 25 there. MI4631700 (""Clayton"", Clayton village, Lenawee County, Census place 2616280) must drop to no-report for 2024 and for every year 2018-2024, and must NOT be own-history filled or peer-filled from the contaminated series. Correct total for the pair: 25, not 50. This is NOT one agency with two ORIs in the ordinary sense — the two ORI records describe two different places 90 miles apart — it is a mis-keyed CIUS publication row: the published 'Clayton' row of the Genesee County township department has been resolved onto the Lenawee County village's ORI. Clayton village (2020 population 311, verified externally) has no police department of its own; its territory is covered by the Lenawee County Sherif"
a3-WI-elk-mound-vs-kewaskum,WI,2,WI0170500;WI0670300,distinct_agencies,,cousubs — Elk Mound to 5503323350,keep_all_oris,high,0,"Keep both — WI0170500 (Elk Mound PD, Dunn County) and WI0670300 (Kewaskum PD, Washington County) are two agencies ~250 miles apart. Separate Stage-2 footprint defect that this case surfaces and that I rate as the more actionable finding here: BOTH are assigned at w=1 exclusive to Wisconsin TOWN civil-township cousubs — Elk Mound to 5503323350 'Elk Mound town' and Kewaskum to 5513139325 'Kewaskum town' — while both roster entries are type City, i.e. village police departments. In Wisconsin a village and its surrounding town are distinct Census MCDs. The population check makes this concrete for Kewaskum: FBIpop 4,475 is consistent with Kewaskum VILLAGE and is roughly 3-4x the population of Kewaskum town, so the village PD's mass is landing on the wrong polygon. Elk Mound is ambiguous on population alone (village and town are similar size) and needs a direct check. Recommend verifying both against the Census MCD/place tables and re-pointing to the village units; the same village-vs-town confusion likely affects other WI municipal ORIs on 'provisional_auto'."
a2-CA04399-highway-patrol-san,CA,3,CA0439940;CA0439925;CA0439926,distinct_agencies,,statewide_overlap_layer,keep_all_oris,high,0,"KEEP ALL THREE. CA0439940 (San Jose Area Office, 38), CA0439925 (Hollister-Gilroy Area Office, 20), CA0439926 (Gilroy Commercial Vehicle Enforcement Facility, 0). Correct 2024 block total stays 58; no merge, no supersede.

WHY DISTINCT: CA04399 = 'state agencies in FBI county 43 (Santa Clara County)'. San Jose Area covers the metro Santa Clara Valley freeway network; Hollister-Gilroy Area covers the south county and the US-101/SR-25 corridor toward San Benito County; Gilroy CVEF is a truck inspection facility on US-101. Two patrol commands with disjoint beats plus one inspection station. Shared statewide_overlap_layer is the unlocalized sentinel, not shared territory.

GEOGRAPHIC NOTE FOR v21 LOCALIZATION: Hollister-Gilroy is rostered under SANTA CLARA and ORI'd into the CA043 block, but Hollister is in San Benito County (FBI county 35). This Area straddles the county line and the FBI assigned it to the Santa Clara block. Harmless while everything sits on statewide overlap, but it matters directly for state-police localization (task #8): do not assume the roster county is the full patrol footprint for straddling Areas, or south-county/San Benito mass will be forced into Santa Clara"
a3-MA-south-hadley-vs-mount-holyoke-college,MA,2,MA008049E;MA0082300,same_agency_merge,MA0082300,25:statewide_overlap_layer | place 2564110 | statewide_overlap_layer,merge_dedupe,high,0,"One agency: Mount Holyoke College Police Department, South Hadley, Hampshire County MA. CANONICAL ORI9 = MA008049E — rostered by the FBI for 2024 as ""Mount Holyoke College"" (University or College, HAMPSHIRE, nibrs_start 1999-05-01) with a 12-month NIBRS submission for 2024 (18). MA0082300 is the legacy Return-A/CIUS key for the same department (panel and crosswalk name ""mount holyoke college""), ABSENT from the 2024 roster, and must stop carrying mass. Correct 2024 total for the pair: 18, not 36. Take the value from the canonical NIBRS row, not from MA0082300's CIUS row: that CIUS row is a 12-month label sitting on a 9-month Return-A submission (the pipeline's months-assumed artifact), and CIUS is the frozen Return-A master rather than an independent count, so the CIUS/SRS agreement inside MA0082300 is one submission counted twice before the cross-ORI duplication is even considered. The two 2020-2021 Return-A legs under MA0082300 (10 on 3 months, 5 on 3 months) are the same partial submissions the NIBRS twin renders at 12 months and should be dropped in favour of the NIBRS rows on merge. FOOTPRINT: both ORIs sit at weight 1 on 25:statewide_overlap_layer, currently smearing 36 campus"
a3-PA-bradford-township-vs-south-pymatuning-townshi,PA,2,PA0420400;PA0432400,distinct_agencies,,42:municipal:cousub:4208308048 | 42:municipal:cousub:4208572440 | municipal:cousub:4208308048 | municipal:cousub:4208572440,keep_all_oris,high,0,"Keep both. PA0420400 (Bradford Township PD) on 42:municipal:cousub:4208308048 'Bradford township', McKean County; PA0432400 (South Pymatuning Township PD) on 42:municipal:cousub:4208572440 'South Pymatuning township', Mercer County. Both footprints correct. Note for the caseload: PA has more than one 'Bradford Township' (McKean and Clearfield counties), so any future name-based dedupe on PA township ORIs must key on the cousub GEOID, not the name string. Collateral, separate from this verdict: PA0432400 has effectively no reporting history to stand on — 2018 total 0 on 1 month, 2019 total 0 on 10 months, 2021 total 0 on 0 months, 2023 total 4 on 4 months, and the packet states it has NO full-year baseline anywhere in 2018-2023. Its 2024 CIUS 18 is a 12-month publication label sitting on a 9-month submission. PA0420400's 2024 is likewise a 12-month label on an 11-month submission. Both belong in the partial-published-as-complete queue."
a3-OH-botkins-vs-akron-metro-regional,OH,2,OH0750300;OH0773900,distinct_agencies,,39:municipal:place:3907832 | 39:statewide_overlap_layer | place 3901000 | FIPS 39149,keep_all_oris,high,0,"Keep both ORIs carrying mass; no merge, no supersession. OH0750300 (Botkins Police Department) is correctly footprinted at 39:municipal:place:3907832 'Botkins village', Shelby County (FIPS 39149) — leave as is. OH0773900 (Akron Metro Regional Transit Authority) stays live but its footprint is a separate Stage-2 defect: it is smeared at w=1 over 39:statewide_overlap_layer and the panel carries no Census place code at all (plc<NA>). METRO RTA is Summit County's transit operator; its 17 counts belong on Summit County (FIPS 39153) distributed over the Akron urbanized-area service district (Akron city place 3901000 plus the METRO member municipalities), not spread across all 88 Ohio counties. Route that to the Class D crosswalk queue, not to dedupe."
a3-PA-south-lebanon-township-vs-moravian-college,PA,2,PA0380600;PA0483600,distinct_agencies,,42:municipal:cousub:4207572288 | 42:statewide_overlap_layer | FIPS 42095 | statewide_overlap_layer,keep_all_oris,high,0,"Keep both as against each other — a 10,598-person township PD and a college campus force are not one agency. PA0380600 (South Lebanon Township PD) on 42:municipal:cousub:4207572288 'South Lebanon township', Lebanon County — correct. PA0483600 (Moravian College) has TWO separate defects worth routing onward. (1) Footprint: it sits at w=1 on 42:statewide_overlap_layer even though the panel already carries place code 06088, which is Bethlehem city, Northampton County (FIPS 42095). Moravian's campus is in Bethlehem; its 17 counts belong on Bethlehem city, not smeared over Pennsylvania. This is the same failure as OK0200900 in this batch: a special-jurisdiction ORI with a VALID Census place code in the panel that the crosswalk ignored in favor of the statewide layer — I flag that as a systematic pattern worth a targeted query, not two one-offs. (2) Roster: PA0483600 is ABSENT from the FBI CDE 2024 roster yet carries a 2024 CIUS row. Most likely benign (campus agencies live in CIUS Table 9 and CDE roster coverage of them is patchy), but Moravian College was renamed Moravian University in 2021, so a live successor ORI may exist. If a separate live ORI for the renamed agency also carries 2"
a3-TX-sunray-vs-terry,TX,2,TX1710200;TX2230000,distinct_agencies,,48:municipal:place:4871180 | FIPS 48445 | state_nonmunicipal_remainder | municipal:place:4871180,keep_all_oris,high,0,"Keep both. TX1710200 (Sunray PD) on 48:municipal:place:4871180 'Sunray city', Moore County — correct. TX2230000 (Terry County Sheriff's Office) is separate and real, with the same state_nonmunicipal_remainder footprint coarseness noted in the Rice/Schleicher case: its counts should land on Terry County's unincorporated territory (FIPS 48445), not on the statewide unincorporated remainder. Substantive collateral on TX2230000, which I rate higher priority than the twin question: its 2024 total of 16 is 40% of its own 40.5 baseline and the packet's own composition test calls it DISTORTED — burglary retains 26% of baseline while larceny retains 63%, and larceny's share of the year jumps from 47% to 75%. That is the composition-over-slope signature of a coverage change, not a crime decline, and the series behind it (25/31/48/51/58/30 then 16) is not a smooth decline either. Send the 2024 Terry value to the observed-plausibility screen. Sunray separately carries 0-total rows on 0-month SRS records for 2018, 2019 and 2020 that should be missing, not zero."
a2-CA01099-highway-patrol-fresno,CA,5,CA0109935;CA0109995;CA0109901;CA0109912;CA0109913,distinct_agencies,,06:statewide_overlap_layer | statewide_overlap_layer,keep_all_oris,high,0,"Keep all five. 2024 block total 120 = 106 (CA0109935 Fresno Area Office) + 6 (CA0109995 Coalinga Area Office) + 4 (CA0109901 Central Division) + 3 (CA0109912 Central Investigative Services Unit) + 1 (CA0109913 Fresno HEAT). The rollup hypothesis has one real candidate here and it fails: CA0109901 'Central Division' is the CHP division HQ in Fresno and genuinely does administer Fresno, Coalinga, Madera, Merced, Los Banos, Buttonwillow and Fort Tejon Areas — but its series is 8/7/9/4 while Fresno Area alone runs 233/148/106, i.e. the putative parent is 2-4% of one of its putative children in every year. It is the HQ office reporting its own handful of incidents, not a rollup, so nothing is contained and nothing double-counts. Correct footprints: Fresno Area and Coalinga Area -> their own CHP Area polygons (California State Geoportal 'CHP Areas and Divisions'); Central Division -> the Division HQ site in Fresno, or at most Fresno County — explicitly NOT the Division polygon, which would spread 4 counts over eight-plus counties; Central Investigative Services Unit -> Fresno County; Fresno HEAT -> Fresno County. All five currently sit at 06:statewide_overlap_layer w=1."
a3-CA-yountville-vs-yountville-police-department,CA,2,CA0280400;CA028100X,superseded_ori,CA028100X,06:state_nonmunicipal_remainder | 06:municipal:place:0686930 | place 0686930 | state_nonmunicipal_remainder,merge_dedupe,high,0,"One agency, two ORI keys. CANONICAL / SURVIVOR: CA028100X ""Yountville Police Department"" — on the 2024 roster (City, Napa County), NIBRS start 2022-12-01, real FBI population served (3,349 / 3,321 / 3,332 for 2022-2024, matching the town), and a 12-month 2024 NIBRS submission of 14 (0/1/1/1/0/10/1). SUPERSEDED: CA0280400 (panel ""YOUNTVILLE"", agency type unknown, FBIpop 0 in every year), ABSENT from the 2024 roster. The single deciding fact: CA0280400 has 0 reported SRS months in every year 2018-2024 — it has never submitted a month of data — yet CIUS prints full-year values for it, and its 2023 and 2024 CIUS vectors are byte-identical to CA028100X's NIBRS submissions (14 and 14). A row with no submission behind it cannot be an independent count; it is one submission keyed to the legacy ORI in the Return-A master. Correct 2024 mass: 14, once, under CA028100X. SUCCESSION BREAK: 2022-12-01. 2022 is the hinge year — the legacy key carries the real full year (CIUS 54) while CA028100X carries only its onboarding month (NIB 0 on 1 month, a partial-year zero that uplift cannot rescue and that must be held as missing, not zero). CRITICAL FOOTPRINT INSTRUCTION: the survivor has the WRONG foo"
a3-MN-nisswa-vs-perham,MN,2,MN0181000;MN0560300,distinct_agencies,,place 2746348 | place 2750470,keep_all_oris,high,0,"Keep both masses. Nisswa PD (Crow Wing, pop 2,175, NIBRS start 2020-01-01, place 2746348) and Perham PD (Otter Tail, pop 3,718, NIBRS start 2018-02-01, place 2750470) are separately rostered 2024 agencies in different counties with different footprints and different NIBRS onboarding. Both arrive on the SAME lane (cius_publication_annual) in 2024, so the cross-lane split duplication mechanism does not apply. The match is 2024-only and the histories never coincide (Nisswa 2/1/3/1/6/7 vs Perham 22/10/11/12/3/14). The matching vector 0/0/0/0/0/14/0 is degenerate — a single non-zero stream — which is the cheapest possible match in this entire screen: any two agencies whose year happens to be 14 larcenies and nothing else collide automatically. It carries no identifying information.

SIDE FINDING WORTH ESCALATING ON ITS OWN: both 2024 rows are larceny-ONLY, and so are the 2024 rows of the other two Minnesota agencies in this batch (UMN Morris and Upper Sioux Community) — 4 of 4 MN agencies here have every non-larceny stream at exactly 0 in 2024. For Perham that means aggravated assault 3.8/yr, rape 1.5/yr and MVT 2.0/yr all going to exactly zero in the same year larceny rises to 295% of "
a3-NY-cornwall-town-vs-suny-police-polytechnic,NY,2,NY0355200;NY232UN00,distinct_agencies,,36:statewide_overlap_layer | cousub 3607118300 | statewide_overlap_layer,keep_all_oris,high,0,"Keep both masses. NY0355200 is Cornwall Town PD (Orange County, cousub 3607118300, pop 9,840, listed non-NIBRS with no NIBRS row in any year); NY232UN00 is SUNY Police at SUNY Polytechnic Institute (type University or College, Oneida County, in the 'UN' university ORI block, NIBRS since 2020-07-01). Different agency classes, different ORI blocks, different counties ~150 miles apart. The match is 2024-only on 0/0/0/0/1/13/0 = 14 counts, effectively single-stream, and the histories never coincide (Cornwall 19/9/6/9/19/24 vs SUNY Poly 10/7/6/6/9/8). Cornwall additionally carries an independent NY DCJS state-publication lane in 2021-2024 that the SUNY agency has in no year at all — genuinely different collection paths.

FOOTPRINT defect on NY232UN00: weight 1 on 36:statewide_overlap_layer, smearing one campus's 14 counts across New York State. SUNY Poly's campus is in Marcy town, Oneida County; the mass should be landed there.

ALSO on NY0355200: 2021 is a 0-month SRS zero kept alive only by a DCJS SPUB row of 9 that the pipeline scored as 12 months and tier high by assumption. The published value is 9 rather than 0 so the cell is not itself blank, but its full-year claim rests on a 0-"
a3-NY-norwood-village-vs-canisteo-village,NY,2,NY0442800;NY0502400,distinct_agencies,,place 3654012 | place 3612254,keep_all_oris,high,0,"Keep both masses. NY0442800 is Norwood village PD (St Lawrence, pop 1,571, place 3654012) and NY0502400 is Canisteo village PD (Steuben, pop 2,179, place 3612254) — opposite ends of New York State, ~250 miles apart. Both separately rostered in 2024, both non-NIBRS with no NIBRS row in any year, and both arriving on the SAME lane (cius_publication_annual) in 2024, so the cross-lane split duplication mechanism does not apply. The match is 2024-only on 0/0/0/1/2/11/0 = 14 counts and the histories never coincide (Norwood 13/8/18/9/16-17/4 vs Canisteo 18/7/5/14/26/11-12). A useful calibration from inside this packet: Canisteo's own 2023 lanes are not even byte-identical to each other (SPUB 12 vs CIUS/SRS 11), and Norwood's 2022 shows SPUB 17 vs SRS 16 — the lane-to-lane noise for a single agency is the same order as the thing being called a match, which is what makes a one-year 14-count coincidence unremarkable.

CROSS-CASE FINDING: both ORIs carry a 0-month SRS zero in 2021 that only a DCJS state-publication row keeps alive (Norwood 9, Canisteo 14), scored as 12 months and tier high by assumption. This is the same shape as Cornwall Town in the previous case — New York's 2021 FBI submis"
a2-CA00999-highway-patrol-placerville,CA,2,CA0099945;CA0099946,distinct_agencies,,06:statewide_overlap_layer | statewide_overlap_layer,keep_all_oris,high,0,"Keep both. 2024 block total 149 = 136 (CA0099945, CHP Placerville Area Office) + 13 (CA0099946, CHP South Lake Tahoe Area Office). Two separate CHP Area commands in El Dorado County with distinct, non-overlapping beats — Placerville covers the US-50 west slope and the county's western half, South Lake Tahoe covers the Tahoe basin. Correct footprint for each is its own CHP Area polygon from the 'California Highway Patrol Areas and Divisions' layer on the California State Geoportal (gis.data.ca.gov), or failing that El Dorado County split west-slope vs basin and restricted to state-highway corridors plus unincorporated area. Both currently at 06:statewide_overlap_layer w=1, which is the actual defect: 149 counts generated on two El Dorado County beats are being spread across all 58 California counties."
a2-OK05601-henryetta,OK,2,OK0560100;OK056013C,distinct_agencies,,40:statewide_overlap_layer | place 4033750 | statewide_overlap_layer,keep_all_oris,high,0,"Keep both. Correct 2024: 84 on Henryetta city (place 4033750) under OK0560100 = Henryetta Police Department, plus 13 under OK056013C = Okmulgee County Criminal Justice Authority — the county-level public authority that operates Okmulgee County's criminal-justice/detention facility, not a municipal police department. Its offense mix corroborates the institutional reading: 2024 = 6 aggravated assaults + 7 larcenies, zero burglary, zero MVT, zero robbery, which is a custodial-facility profile (in-custody assaults and thefts), not a patrol profile. Merging the 13 into Henryetta would raise a 5,604-person city's index by 15% with jail-custody offenses. Its 2021 row (NIB 0 on 3 reported months) is a partial-year zero: uplift is multiplicative so 0 x 4.0 is still 0 — hold 2021 as missing rather than as a zero year, and never scale it. Footprint defect: the authority's counts sit w=1 on 40:statewide_overlap_layer; they belong in Okmulgee County. Separate, non-twin defect: Henryetta's own 2024 CIUS composition is distorted — aggravated assault 19 vs a 7.3 baseline (259%) while the aggregate is 61% of baseline and every property stream collapses (burglary 43%, larceny 53%, MVT 47%). Property"
a3-MA-springfield-vs-springfield-college,MA,2,MA007049E;MA007CL00,same_agency_merge,MA007049E,25:statewide_overlap_layer | place 2567000 | statewide_overlap_layer,merge_dedupe,high,0,"One agency: Springfield College Police Department, Springfield, Hampden County MA — NOT Springfield city PD, whose Part-I volume is three orders of magnitude larger; a 13-count 2024 total is a campus agency. CANONICAL ORI9 = MA007049E — rostered by the FBI for 2024 as ""Springfield College"" (University or College, HAMPDEN, nibrs_start 2020-10-01) with a 12-month NIBRS submission (13). MA007CL00 is the legacy Return-A/CIUS key for the same department (panel and crosswalk name ""springfield college""), ABSENT from the 2024 roster, and must stop carrying mass. Correct 2024 total for the pair: 13, not 26. Take the value from the NIBRS row: MA007CL00's 2024 CIUS row is a 12-month label on a 7-month Return-A submission, and the same ORI's 2022 and 2023 CIUS rows are 12-month labels on 2-month and 4-month submissions respectively — the packet flags 2022 explicitly as a BLANK-AS-ZERO-class risk (a full-year publication claim resting on a 2-month submission). Those inflated-tier legacy rows are also why the pair diverges in 2022 (CIUS 2 vs NIBRS 8): same agency, different completeness, not two agencies. The legacy pre-NIBRS leg (2018 = 49, 2019 = 31) should be unioned into the canonical record"
a3-MI-romeo-vs-hcma-stony-creek,MI,2,MI5070800;MI5091800,distinct_agencies,,26:statewide_overlap_layer | place 2669400 | statewide_overlap_layer,keep_all_oris,high,0,"Keep both masses. MI5070800 is Romeo Village PD (Macomb, City, FBIpop 3,721, Census place 2669400); MI5091800 is the Huron-Clinton Metropolitan Authority's Stony Creek Metropark park police (Macomb, type Other, FBIpop 0 as normal for special jurisdiction). Both are separately listed on the 2024 FBI roster under different names and different agency types. I checked the FBI's own published CIUS Table 8 for Michigan and it prints 'Romeo' at pop 3,623 total 31+2=33 (2018) and 3,608 total 5+3=8 (2019), matching the panel's CIUS lane for MI5070800 exactly — so Romeo's publication row is genuinely Romeo's, not a name-matched import from another agency. The match is 2024-only and the histories never coincide (Romeo 33/8/17/15/15/25 vs Stony Creek 12/17/19/12/13/8). The matching vector is 13 counts across two streams (2 aggravated assault + 11 larceny), the modal small-agency shape in this screen; that magnitude carries essentially no identifying information. Baseline compositions also differ in kind, not just level: Romeo carries motor vehicle theft (1.2/yr) and rape (1.2/yr) in its baseline, Stony Creek carries neither (MVT 0.0, rape 0.2) and runs higher aggravated assault (2.7 vs 1.8). S"
a3-TX-rice-vs-schleicher,TX,2,TX1750300;TX2070000,distinct_agencies,,48:municipal:place:4861736 | 48:state_nonmunicipal_remainder | FIPS 48413 | state_nonmunicipal_remainder,keep_all_oris,high,0,"Keep both. TX1750300 (Rice PD) on 48:municipal:place:4861736 'Rice city', Navarro County — correct. TX2070000 (Schleicher County Sheriff's Office) is a genuinely separate agency but its footprint is coarse in a way worth flagging: it is assigned at w=1 to 48:state_nonmunicipal_remainder, so a county sheriff's 13 counts are spread over the unincorporated remainder of ALL of Texas rather than over Schleicher County's own unincorporated territory (FIPS 48413). That is a bulk defect affecting every TX sheriff ORI on 'auto_default', not a Rice-specific issue, and it dilutes real rural mass across ~250,000 sq mi. Route to the Stage-2 sheriff-footprint work. Also collateral: TX1750300 has no panel row at all for 2018-2019 and a 0-total on a 0-month SRS record in 2020; the panel should carry those as missing, not as a zero series."
a2-CA04799-highway-patrol-yreka,CA,3,CA0479945;CA0479946;CA0479947,distinct_agencies,,06:statewide_overlap_layer | statewide_overlap_layer,keep_all_oris,high,0,"Keep all three. CA0479945 (Yreka Area Office), CA0479946 (Mount Shasta Area Office), CA0479947 (Dunsmuir Grade Commercial Vehicle Enforcement Facility) are three separate CHP field commands in Siskiyou County. Block 2024 total 28 = 16 + 12 + 0 is correct as a sum; no member collapses into another and no canonical ORI is needed. Shared ORI7 is not evidence of double counting: CA04799 decomposes as CA + county-index 047 (Siskiyou, matching the panel's cty093) + agency slot 99, which is the FBI's state-police slot; characters 8-9 (45/46/47) enumerate units, not renderings of one unit. Shared footprint is also not evidence: all three sit on 06:statewide_overlap_layer only because auto_default had nowhere else to put a state agency, so the footprint is a crosswalk default that says nothing about identity. That footprint is itself the real defect here - the roster pins all three to SISKIYOU, so the principled destination is a Siskiyou-scoped highway/non-municipal overlay, not a statewide smear (repo task #8). CA0479947's 2024 zero is a genuine structural zero, not BLANK-AS-ZERO: no publication lane touches this ORI in any year, the 12 months come from the NIBRS batch header, and a fixed "
a3-NJ-delaware-township-vs-surf-city,NJ,2,NJ0100700;NJ0153100,distinct_agencies,,place 3471640 | cousub 3401917170,keep_all_oris,high,0,"Keep both masses. NJ0100700 is Delaware Township PD (Hunterdon, cousub 3401917170, pop 4,580, non-NIBRS); NJ0153100 is Surf City PD (Ocean, place 3471640, pop 1,333). Different counties, different footprint types (county subdivision vs place), separately rostered in 2024, and both arriving on the SAME lane (cius_publication_annual), so the cross-lane split duplication mechanism does not apply. The match is 2024-only on 0/0/0/1/0/10/1 = 12 counts and the histories never coincide (Delaware 15/7/10/10/9/9 vs Surf City 12/10/20/14/11/13). A 12-count vector made of one 10 and two singletons, between two agencies whose annual totals both live in the 7-20 band, is a collision that needed no explanation — they were always likely to meet eventually.

SIDE FINDINGS, both about the CIUS months assumption rather than twinning: Surf City's roster NIBRS start is 2026-02-01 and correspondingly it has no NIBRS row in any year 2018-2024, so its entire series rests on a Return-A lane running 6-10 months a year, with CIUS asserting 12 months over a 6-month 2024 submission. Delaware Township is the same pattern with CIUS asserting 12 months over a 9-month 2024 SRS submission. In both cases the 'high t"
a3-OH-coldwater-vs-bellville,OH,2,OH0540400;OH0700500,distinct_agencies,,39:municipal:place:3916532 | 39:municipal:place:3905284 | municipal:place:3916532 | municipal:place:3905284,keep_all_oris,high,0,"Keep both. OH0540400 (Coldwater PD) on 39:municipal:place:3916532 'Coldwater village', Mercer County; OH0700500 (Bellville PD) on 39:municipal:place:3905284 'Bellville village', Richland County. Both footprints are correct exclusive municipal assignments and need no change. Collateral worth a separate look, not a merge: Coldwater's 2024 total of 12 is 42% of its own 28.6 baseline with every non-larceny stream (murder 0.2, rape 2.6, agg assault 0.2, burglary 0.8 baselines) at literal zero, published as a full year off an 11-month SRS submission; and its 2019 is an outright 0-total on a 0-month SRS record that the panel is carrying. Route OH0540400 to the observed-plausibility / partial-published-as-complete screen."
a3-PA-geistown-vs-milford,PA,2,PA0111100;PA0520200,distinct_agencies,,42:municipal:cousub:4202128720 | 42:municipal:cousub:4210349400 | municipal:cousub:4202128720 | municipal:cousub:4210349400,keep_all_oris,high,0,"Keep both. PA0111100 (Geistown PD) on 42:municipal:cousub:4202128720 'Geistown borough', Cambria County; PA0520200 (Milford PD) on 42:municipal:cousub:4210349400 'Milford borough', Pike County. Footprints correct. IMPORTANT collateral that outweighs the twin question: PA0111100 Geistown is a BLANK-AS-ZERO and token-reporter case in its own right and should be routed to that screen immediately. Its 2023 CIUS publishes 0 Part-I offenses labelled 12 months on top of a 0-month SRS record — the packet flags this explicitly as indistinguishable from an unfilled blank rendered as zero. Its 2024 CIUS 12 rests on a 2-month SRS submission, and 2020/2021/2022 are 0 on 1/0/0 months. Geistown has no full-year baseline anywhere in 2018-2023. Publishing '12 at 12 months' from a 2-month observation is a 6x understatement if the two months are representative (12 over 2 months annualizes to 72); publishing the 2023 zero as an observed complete year is the named BLANK-AS-ZERO artifact."
a3-MN-univ-of-mn-vs-upper-sioux-community,MN,2,MN0750600;MNDI02300,distinct_agencies,,27:statewide_overlap_layer | place 2744242 | statewide_overlap_layer,keep_all_oris,high,0,"Keep both masses. MN0750600 is University of Minnesota Morris campus police (type University or College, Stevens County); MNDI02300 is Upper Sioux Community tribal police (type Tribal, in the BIA 'DI' ORI block, Yellow Medicine County). Different agency classes, different ORI blocks, separately rostered in 2024, different NIBRS starts (2020-06-01 vs 2020-11-01), and histories that never coincide (UMN Morris 0/0/2/8/6/10 vs Upper Sioux 15/24/12/0/0/26). The matching vector 0/0/0/0/0/11/0 is again single-stream — the cheapest match shape available — and both agencies are structurally larceny-dominant (campus property theft; community/casino property theft), so a collision at N=11 is expected rather than surprising.

FOOTPRINT, which is a real defect here: both ORIs sit at weight 1 on 27:statewide_overlap_layer, so unlike the other pairs in this batch their masses genuinely DO add on one geography — but as two legitimate agencies double-loading the state smear layer, not as a duplicate. UMN Morris should land on Morris city, Stevens County (the panel already carries plc44242 → place 2744242). Upper Sioux Community should land on the Upper Sioux Reservation AIANNH polygon in Yellow Med"
a3-MO-state-park-rangers-vs-univ-of-mo,MO,2,MO0261600;MO0950B00,distinct_agencies,,29:statewide_overlap_layer | statewide_overlap_layer,keep_all_oris,high,0,"Keep both masses. MO0261600 is the Missouri DNR State Park Rangers, a statewide 'Other State Agency'; MO0950B00 is University of Missouri-St. Louis campus police. Different agency classes, separately rostered in 2024, different NIBRS starts (2020-08-01 vs 2020-10-01), and histories that never coincide (Rangers 57/51/41/18/17/8 vs UMSL 65/64/32/18/18/28). The match is 2024-only and single-stream (11 larcenies, everything else exactly 0) — the cheapest match shape in the screen.

FINDING THAT OUTLIVES THIS CASE — MO0950B00 2024: the composition test fires explicitly. Larceny is 100% of the year against 79% across baseline years, burglary drops from a 7.5/yr baseline to exactly 0, and the total is 25% of a 44.8/yr baseline. On absolute plausibility — asking whether the level is a reachable crime outcome independent of trend shape — 11 Part-I offenses for a full year on a ~16,000-student urban campus in north St. Louis County, with zero burglaries, is not reachable; it reads as offense-stream dropout in the 2024 submission. The 12-month NIBRS batch header is the only thing certifying the year as complete, and the Return-A rendering behind it carries just 8 months. Recommend MO0950B00 2"
