state_abbr,priority_rank,ori9,agency_name,agency_type_name,review_lane,mismatch_reason,official_is_nibrs,official_effective_nibrs_2024,official_nibrs_start_date,repo_has_srs_2024,repo_has_nibrs_2024,repo_preferred_source_any_offense_2024,repo_reporting_regime_mix_2024,repo_preferred_support_count_2024,issue_type,issue_subtype,action_priority,recommended_master_action,recommended_source_action,recommended_next_step,doctrine_implication
CA,92,CA0199980,Highway Patrol: West Valley Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,24.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,93,CA0409940,Highway Patrol: Templeton Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,24.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,94,CA0579980,Highway Patrol: Woodland Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,23.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,95,CA0039995,Highway Patrol: Amador Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,22.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,96,CA0489965,Highway Patrol: Solano Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,22.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,98,CA0159926,Highway Patrol: Buttonwillow Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,20.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,99,CA0349901,Highway Patrol: Valley Division,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,20.0,master_reference_omission,chp_specialty_master_gap_with_repo_nibrs,queue_next,add_to_master_after_unique_ori_check,keep_current_nibrs_incident_annual,"Run a quick uniqueness check against existing CHP master entities, then add this ORI because repo already carries 2024 NIBRS observations.",missing_master_with_repo_nibrs_is_reference_gap
CA,100,CA0439925,Highway Patrol: Hollister-Gilroy Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,20.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,101,CA040015M,Atascadero State Hospital,Other State Agency,missing_in_repo_master,missing_in_repo_master,True,True,2022-01-01,False,True,nibrs_incident_annual,annual_only_but_usable,19.0,master_reference_omission,non_chp_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the master roster and relink the existing 2024 repo NIBRS annual observations already present for the ORI.,missing_master_with_repo_nibrs_is_reference_gap
CA,104,CA0479945,Highway Patrol: Yreka Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,16.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,106,CA028100X,Yountville Police Department,City,missing_in_repo_master,missing_in_repo_master,True,True,2022-12-01,False,True,nibrs_incident_annual,annual_only_but_usable,14.0,master_reference_omission,non_chp_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the master roster and relink the existing 2024 repo NIBRS annual observations already present for the ORI.,missing_master_with_repo_nibrs_is_reference_gap
CA,107,CA0389935,Highway Patrol: San Francisco Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,14.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,108,CA0229955,Highway Patrol: Mariposa Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,13.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,109,CA0369955,Highway Patrol: Rancho Cucamonga Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,13.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,110,CA0099946,Highway Patrol: South Lake Tahoe Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,12.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,111,CA0479946,Highway Patrol: Mount Shasta Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,12.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,115,CA0339985,Highway Patrol: Temecula Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,10.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,117,CA0159960,Highway Patrol: Fort Tejon Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,9.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,118,CA0369934,Highway Patrol: Needles Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,9.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,119,CA0369960,Highway Patrol: San Bernardino Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,9.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,120,CA0189940,Highway Patrol: Susanville Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,8.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,122,CA0409945,Highway Patrol: San Luis Obispo Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,7.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,123,CA0459901,Highway Patrol: Northern Division,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,7.0,master_reference_omission,chp_specialty_master_gap_with_repo_nibrs,queue_next,add_to_master_after_unique_ori_check,keep_current_nibrs_incident_annual,"Run a quick uniqueness check against existing CHP master entities, then add this ORI because repo already carries 2024 NIBRS observations.",missing_master_with_repo_nibrs_is_reference_gap
CA,124,CA0559925,Highway Patrol: Sonora Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,7.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,126,CA0109995,Highway Patrol: Coalinga Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,6.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,127,CA0199901,Highway Patrol: Southern Division,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,6.0,master_reference_omission,chp_specialty_master_gap_with_repo_nibrs,queue_next,add_to_master_after_unique_ori_check,keep_current_nibrs_incident_annual,"Run a quick uniqueness check against existing CHP master entities, then add this ORI because repo already carries 2024 NIBRS observations.",missing_master_with_repo_nibrs_is_reference_gap
CA,128,CA0279935,Highway Patrol: King City Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,6.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,130,CA0399966,Highway Patrol: Tracy Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,5.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,132,CA0109901,Highway Patrol: Central Division,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,4.0,master_reference_omission,chp_specialty_master_gap_with_repo_nibrs,queue_next,add_to_master_after_unique_ori_check,keep_current_nibrs_incident_annual,"Run a quick uniqueness check against existing CHP master entities, then add this ORI because repo already carries 2024 NIBRS observations.",missing_master_with_repo_nibrs_is_reference_gap
CA,133,CA0339930,Highway Patrol: Indio Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,4.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,134,CA0379945,Highway Patrol: San Diego Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,4.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,135,CA0489901,Highway Patrol: Golden Gate Division,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,4.0,master_reference_omission,chp_specialty_master_gap_with_repo_nibrs,queue_next,add_to_master_after_unique_ori_check,keep_current_nibrs_incident_annual,"Run a quick uniqueness check against existing CHP master entities, then add this ORI because repo already carries 2024 NIBRS observations.",missing_master_with_repo_nibrs_is_reference_gap
CA,136,CA0069955,Highway Patrol: Williams Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,3.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,137,CA0109912,Highway Patrol: Central Investigative Services Unit,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,3.0,master_reference_omission,chp_specialty_master_gap_with_repo_nibrs,queue_next,add_to_master_after_unique_ori_check,keep_current_nibrs_incident_annual,"Run a quick uniqueness check against existing CHP master entities, then add this ORI because repo already carries 2024 NIBRS observations.",missing_master_with_repo_nibrs_is_reference_gap
CA,138,CA0139920,Highway Patrol: Winterhaven Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,3.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,139,CA0309975,Highway Patrol: Santa Ana Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,3.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,140,CA0379980,Highway Patrol: El Cajon Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,3.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,141,CA0269920,Highway Patrol: Bridgeport Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,2.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,142,CA0339955,Highway Patrol: San Gorgonio Pass Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,2.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,143,CA0569965,Highway Patrol: Ventura Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,2.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,152,CA0109913,Highway Patrol: Help Eliminate Auto Theft (Fresno HEAT),State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,1.0,master_reference_omission,chp_specialty_master_gap_with_repo_nibrs,queue_next,add_to_master_after_unique_ori_check,keep_current_nibrs_incident_annual,"Run a quick uniqueness check against existing CHP master entities, then add this ORI because repo already carries 2024 NIBRS observations.",missing_master_with_repo_nibrs_is_reference_gap
CA,153,CA0139926,Highway Patrol: Calexico Commercial Vehicle Enforcement Facility,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,1.0,master_reference_omission,chp_specialty_master_gap_with_repo_nibrs,queue_next,add_to_master_after_unique_ori_check,keep_current_nibrs_incident_annual,"Run a quick uniqueness check against existing CHP master entities, then add this ORI because repo already carries 2024 NIBRS observations.",missing_master_with_repo_nibrs_is_reference_gap
CA,154,CA0149925,Highway Patrol: Bishop Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,1.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,155,CA0169940,Highway Patrol: Hanford Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,1.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,156,CA0329965,Highway Patrol: Quincy Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,1.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,157,CA0339940,Highway Patrol: Riverside Area Office,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,1.0,master_reference_omission,chp_area_office_master_gap_with_repo_nibrs,implement_now,add_to_master_now,keep_current_nibrs_incident_annual,Add this ORI to the California state-law-enforcement master roster and relink the existing 2024 repo NIBRS annual observations.,missing_master_with_repo_nibrs_is_reference_gap
CA,158,CA0409901,Highway Patrol: Coastal Division,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,1.0,master_reference_omission,chp_specialty_master_gap_with_repo_nibrs,queue_next,add_to_master_after_unique_ori_check,keep_current_nibrs_incident_annual,"Run a quick uniqueness check against existing CHP master entities, then add this ORI because repo already carries 2024 NIBRS observations.",missing_master_with_repo_nibrs_is_reference_gap
CA,159,CA0529931,Highway Patrol: Cottonwood Commercial Vehicle Enforcement Facility,State Police,missing_in_repo_master,missing_in_repo_master,True,True,2021-11-01,False,True,nibrs_incident_annual,annual_only_but_usable,1.0,master_reference_omission,chp_specialty_master_gap_with_repo_nibrs,queue_next,add_to_master_after_unique_ori_check,keep_current_nibrs_incident_annual,"Run a quick uniqueness check against existing CHP master entities, then add this ORI because repo already carries 2024 NIBRS observations.",missing_master_with_repo_nibrs_is_reference_gap
CA,327,CA0019916,Highway Patrol: Golden Gate Investigative Services Unit,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,328,CA0019947,Highway Patrol: Nimitz Commercial Vehicle Enforcement Facility,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,329,CA0019991,Highway Patrol: Mission Grade Commercial Vehicle Enforcement Facility,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,330,CA0040100,Biggs Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,331,CA0041200,California Department of Forestry and Fire Protection: Butte,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,332,CA0050600,California Department of Forestry and Fire Protection: Tuolumne-Calaveras,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,333,CA0090300,California Department of Forestry and Fire Protection: Amador-El Dorado,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,334,CA0101900,"California Department of Forestry and Fire Protection, Fresno-Kings",Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,335,CA0102600,California Department of Forestry and Fire Protection: Southern Region,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,336,CA0121600,California Department of Forestry and Fire Protection: Humboldt,Other State Agency,present_but_no_2024_observation,official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs|no_2024_observation,True,True,2023-01-01,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_nibrs_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_source_change_until_2024_obs_found,Keep the master row unchanged. Revisit only if a concrete 2024 source appears or zero-report treatment needs explicit policy.,official_nibrs_plus_zero_repo_obs_requires_coverage_verification
CA,337,CA0150100,Arvin Police Department,City,present_but_no_2024_observation,no_2024_observation,False,False,,False,False,,structurally_missing_or_unreliable,0.0,coverage_reporting_regime_difference,official_false_zero_repo_obs_present_in_master,monitor_only,keep_master_as_is,no_v2_source_change,No 2024 source action from this packet. Treat as a non-reporting or uncovered row unless a new 2024 source appears.,zero_observation_without_official_nibrs_is_not_a_policy_gap
CA,338,CA0159912,Highway Patrol: Kern County Auto Theft Task Force,State Police,missing_in_repo_master,missing_in_repo_master|official_nibrs_no_repo_nibrs|official_start_by_2024_but_repo_no_nibrs,True,True,2021-11-01,False,False,,,0.0,coverage_reporting_regime_difference,chp_official_nibrs_zero_repo_obs_missing_master,queue_next,hold_master_until_coverage_verified,no_source_change_until_2024_obs_found,"Queue a secondary coverage review to determine whether this ORI has a separate 2024 reporting stream, zero-report status, or consolidated reporting.",official_nibrs_plus_zero_repo_obs_requires_coverage_verification
